58000	34039	0.160434	23992	9172	875	1	1	1	1	1
58001	34039	0.159582	24039	9136	864	1	1	1	29560	1
58002	17480	0.179805	12061	4552	867	0.5	0.5	1	21834	1
58003	17443	0.201771	11455	4937	1051	0.5	0.5	1	15106	1
58004	17727	0.231145	10921	5417	1389	0.5	0.5	1	15112	1
58005	17936	0.275675	9948	6087	1901	0.5	0.5	1	15343	1
58006	34039	0.277167	17836	13537	2666	1	1	1	17522	1
58007	34039	0.277314	17844	13511	2684	1	1	1	29483	1
58008	34039	0.281324	17582	13762	2695	1	1	1	29485	1
58009	34039	0.283116	17479	13846	2714	1	1	1	29412	1
58010	34039	0.282309	17500	13859	2680	1	1	1	29427	1
58011	34039	0.282823	17527	13770	2742	1	1	1	29445	1
58012	34039	0.280179	17718	13568	2753	1	1	1	29483	1
58013	34039	0.279518	17666	13717	2656	1	1	1	29461	1
58014	34039	0.280561	17556	13866	2617	1	1	1	29456	1
58015	34039	0.280355	17609	13774	2656	1	1	1	29344	1
58016	34039	0.279429	17707	13641	2691	1	1	1	29463	1
58000	34039	0.160434	23992	9172	875	1	1	1	1	2
58001	34039	0.16155	23935	9210	894	1	1	1	29434	2
58002	17393	0.1822	11919	4610	864	0.5	0.5	1	21775	2
58003	17536	0.210367	11309	5076	1151	0.5	0.5	1	15020	2
58004	17763	0.24703	10522	5706	1535	0.5	0.5	1	15197	2
58005	18064	0.29974	9445	6409	2210	0.5	0.5	1	15417	2
58006	34039	0.297365	16838	14158	3043	1	1	1	17657	2
58007	34039	0.298055	16767	14253	3019	1	1	1	29383	2
58008	34039	0.29785	16769	14263	3007	1	1	1	29432	2
58009	34039	0.296821	16872	14127	3040	1	1	1	29417	2
58010	34039	0.295617	16915	14123	3001	1	1	1	29410	2
58011	34039	0.297042	16823	14210	3006	1	1	1	29383	2
58012	34039	0.298937	16788	14151	3100	1	1	1	29460	2
58013	34039	0.297938	16817	14161	3061	1	1	1	29399	2
58014	34039	0.299274	16708	14288	3043	1	1	1	29378	2
58015	34039	0.300993	16610	14367	3062	1	1	1	29419	2
58016	34039	0.299965	16706	14245	3088	1	1	1	29435	2
58000	34039	0.160434	23992	9172	875	1	1	1	1	3
58001	34039	0.161286	23987	9124	928	1	1	1	29383	3
58002	17513	0.183692	11981	4630	902	0.5	0.5	1	21861	3
58003	17686	0.206632	11499	5065	1122	0.5	0.5	1	15207	3
58004	17519	0.238512	10594	5493	1432	0.5	0.5	1	15230	3
58005	18009	0.273613	9988	6187	1834	0.5	0.5	1	15240	3
58006	34039	0.277182	17784	13640	2615	1	1	1	17628	3
58007	34039	0.276169	17840	13597	2602	1	1	1	29358	3
58008	34039	0.275772	17873	13558	2608	1	1	1	29372	3
58009	34039	0.277446	17698	13794	2547	1	1	1	29448	3
58010	34039	0.278063	17779	13590	2670	1	1	1	29433	3
58011	34039	0.276315	17800	13667	2572	1	1	1	29413	3
58012	34039	0.278254	17776	13583	2680	1	1	1	29519	3
58013	34039	0.278431	17751	13621	2667	1	1	1	29508	3
58014	34039	0.278387	17718	13690	2631	1	1	1	29482	3
58015	34039	0.277285	17753	13695	2591	1	1	1	29428	3
58016	34039	0.276242	17865	13542	2632	1	1	1	29452	3
58000	34039	0.160434	23992	9172	875	1	1	1	1	4
58001	34039	0.159831	24035	9127	877	1	1	1	29469	4
58002	17434	0.180739	12017	4532	885	0.5	0.5	1	21792	4
58003	17506	0.208014	11335	5059	1112	0.5	0.5	1	15115	4
58004	17720	0.242805	10621	5593	1506	0.5	0.5	1	15257	4
58005	18064	0.285457	9784	6247	2033	0.5	0.5	1	15322	4
58006	34039	0.288463	17247	13946	2846	1	1	1	17664	4
58007	34039	0.28958	17162	14040	2837	1	1	1	29491	4
58008	34039	0.289418	17209	13957	2873	1	1	1	29437	4
58009	34039	0.288111	17261	13942	2836	1	1	1	29394	4
58010	34039	0.285261	17363	13932	2744	1	1	1	29486	4
58011	34039	0.287714	17251	13989	2799	1	1	1	29391	4
58012	34039	0.29002	17140	14054	2845	1	1	1	29503	4
58013	34039	0.285511	17346	13949	2744	1	1	1	29424	4
58014	34039	0.285393	17396	13857	2786	1	1	1	29489	4
58015	34039	0.285525	17342	13956	2741	1	1	1	29437	4
58016	34039	0.285834	17335	13949	2755	1	1	1	29424	4
58000	34039	0.160434	23992	9172	875	1	1	1	1	5
58001	34039	0.161462	23961	9164	914	1	1	1	29334	5
58002	17529	0.182098	12069	4536	924	0.5	0.5	1	21879	5
58003	17644	0.207379	11463	5044	1137	0.5	0.5	1	15251	5
58004	17563	0.245801	10400	5692	1471	0.5	0.5	1	15170	5
58005	18164	0.286886	9797	6312	2055	0.5	0.5	1	15305	5
58006	34039	0.289624	17137	14087	2815	1	1	1	17729	5
58007	34039	0.291607	17101	14024	2914	1	1	1	29425	5
58008	34039	0.292326	17038	14101	2900	1	1	1	29392	5
58009	34039	0.289095	17234	13929	2876	1	1	1	29443	5
58010	34039	0.289462	17211	13950	2878	1	1	1	29460	5
58011	34039	0.289242	17180	14027	2832	1	1	1	29353	5
58012	34039	0.290946	17169	13933	2937	1	1	1	29365	5
58013	34039	0.291386	17064	14113	2862	1	1	1	29400	5
58014	34039	0.291049	17082	14100	2857	1	1	1	29460	5
58015	34039	0.29171	17053	14113	2873	1	1	1	29363	5
58016	34039	0.291063	17156	13951	2932	1	1	1	29508	5
58000	34039	0.160434	23992	9172	875	1	1	1	1	6
58001	34039	0.161609	23955	9166	918	1	1	1	29337	6
58002	17642	0.18079	12120	4665	857	0.5	0.5	1	21929	6
58003	17619	0.206056	11426	5125	1068	0.5	0.5	1	15234	6
58004	17806	0.240284	10753	5549	1504	0.5	0.5	1	15336	6
58005	18054	0.28016	9934	6124	1996	0.5	0.5	1	15454	6
58006	34039	0.280472	17668	13648	2723	1	1	1	17651	6
58007	34039	0.283425	17435	13913	2691	1	1	1	29418	6
58008	34039	0.28366	17486	13795	2758	1	1	1	29472	6
58009	34039	0.285981	17435	13739	2865	1	1	1	29386	6
58010	34039	0.286025	17387	13832	2820	1	1	1	29357	6
58011	34039	0.284468	17464	13784	2791	1	1	1	29389	6
58012	34039	0.283454	17506	13769	2764	1	1	1	29520	6
58013	34039	0.284879	17368	13948	2723	1	1	1	29378	6
58014	34039	0.284541	17470	13767	2802	1	1	1	29378	6
58015	34039	0.285217	17388	13885	2766	1	1	1	29473	6
58016	34039	0.285878	17311	13994	2734	1	1	1	29461	6
58000	34039	0.160434	23992	9172	875	1	1	1	1	7
58001	34039	0.160037	24052	9079	908	1	1	1	29460	7
58002	17438	0.184453	11898	4647	893	0.5	0.5	1	21779	7
58003	17728	0.209809	11395	5227	1106	0.5	0.5	1	15094	7
58004	17666	0.243632	10563	5598	1505	0.5	0.5	1	15251	7
58005	17901	0.283169	9712	6240	1949	0.5	0.5	1	15355	7
58006	34039	0.283807	17443	13871	2725	1	1	1	17521	7
58007	34039	0.282881	17455	13910	2674	1	1	1	29332	7
58008	34039	0.283954	17406	13935	2698	1	1	1	29392	7
58009	34039	0.282837	17532	13759	2748	1	1	1	29499	7
58010	34039	0.279841	17653	13721	2665	1	1	1	29433	7
58011	34039	0.279312	17700	13663	2676	1	1	1	29444	7
58012	34039	0.276418	17853	13554	2632	1	1	1	29412	7
58013	34039	0.274024	17927	13569	2543	1	1	1	29494	7
58014	34039	0.272408	18005	13523	2511	1	1	1	29536	7
58015	34039	0.273451	17976	13510	2553	1	1	1	29355	7
58016	34039	0.270719	18087	13474	2478	1	1	1	29365	7
58000	34039	0.160434	23992	9172	875	1	1	1	1	8
58001	34039	0.156805	24211	8981	847	1	1	1	29330	8
58002	17524	0.177956	12104	4603	817	0.5	0.5	1	21875	8
58003	17701	0.204847	11518	5114	1069	0.5	0.5	1	15144	8
58004	17865	0.236636	10832	5611	1422	0.5	0.5	1	15336	8
58005	17991	0.275193	9999	6082	1910	0.5	0.5	1	15536	8
58006	34039	0.274582	17890	13605	2544	1	1	1	17568	8
58007	34039	0.271762	18006	13565	2468	1	1	1	29385	8
58008	34039	0.271953	18013	13538	2488	1	1	1	29438	8
58009	34039	0.269353	18064	13613	2362	1	1	1	29424	8
58010	34039	0.27044	18108	13451	2480	1	1	1	29431	8
58011	34039	0.270366	18142	13388	2509	1	1	1	29428	8
58012	34039	0.267987	18220	13394	2425	1	1	1	29371	8
58013	34039	0.267987	18234	13366	2439	1	1	1	29390	8
58014	34039	0.266973	18309	13285	2445	1	1	1	29482	8
58015	34039	0.268104	18175	13476	2388	1	1	1	29421	8
58016	34039	0.270366	18099	13474	2466	1	1	1	29485	8
58000	34039	0.160434	23992	9172	875	1	1	1	1	9
58001	34039	0.16155	23938	9204	897	1	1	1	29425	9
58002	17402	0.183916	11913	4577	912	0.5	0.5	1	21815	9
58003	17522	0.206312	11408	4998	1116	0.5	0.5	1	15046	9
58004	17802	0.237249	10788	5581	1433	0.5	0.5	1	15275	9
58005	18045	0.2734	10058	6107	1880	0.5	0.5	1	15483	9
58006	34039	0.272379	18024	13487	2528	1	1	1	17602	9
58007	34039	0.272085	18097	13361	2581	1	1	1	29340	9
58008	34039	0.271483	18043	13510	2486	1	1	1	29356	9
58009	34039	0.271453	18057	13484	2498	1	1	1	29441	9
58010	34039	0.269529	18202	13325	2512	1	1	1	29489	9
58011	34039	0.268442	18206	13391	2442	1	1	1	29430	9
58012	34039	0.270748	18075	13496	2468	1	1	1	29461	9
58013	34039	0.271512	18055	13484	2500	1	1	1	29532	9
58014	34039	0.270469	18124	13417	2498	1	1	1	29405	9
58015	34039	0.268589	18205	13383	2451	1	1	1	29470	9
58016	34039	0.268971	18160	13447	2432	1	1	1	29402	9
58000	34039	0.160434	23992	9172	875	1	1	1	1	10
58001	34039	0.160478	23962	9229	848	1	1	1	29440	10
58002	17434	0.182718	11948	4601	885	0.5	0.5	1	21759	10
58003	17525	0.210528	11312	5047	1166	0.5	0.5	1	15040	10
58004	17637	0.241453	10615	5527	1495	0.5	0.5	1	15170	10
58005	17927	0.282646	9730	6260	1937	0.5	0.5	1	15269	10
58006	34039	0.282529	17445	13954	2640	1	1	1	17563	10
58007	34039	0.283851	17434	13886	2719	1	1	1	29456	10
58008	34039	0.281354	17562	13800	2677	1	1	1	29458	10
58009	34039	0.282059	17572	13732	2735	1	1	1	29419	10
58010	34039	0.281457	17613	13691	2735	1	1	1	29409	10
58011	34039	0.279709	17668	13700	2671	1	1	1	29442	10
58012	34039	0.278945	17743	13602	2694	1	1	1	29439	10
58013	34039	0.278431	17765	13593	2681	1	1	1	29446	10
58014	34039	0.279562	17652	13742	2645	1	1	1	29483	10
58015	34039	0.278871	17714	13665	2660	1	1	1	29486	10
58016	34039	0.279767	17582	13868	2589	1	1	1	29401	10
58000	34039	0.160434	23992	9172	875	1	1	1	1	11
58001	34039	0.159567	24077	9061	901	1	1	1	29387	11
58002	17415	0.179185	12030	4529	856	0.5	0.5	1	21840	11
58003	17619	0.199018	11663	4899	1057	0.5	0.5	1	15120	11
58004	17879	0.229403	11047	5461	1371	0.5	0.5	1	15313	11
58005	17948	0.265489	10204	5958	1786	0.5	0.5	1	15446	11
58006	34039	0.267546	18248	13368	2423	1	1	1	17530	11
58007	34039	0.265651	18320	13353	2366	1	1	1	29486	11
58008	34039	0.266929	18225	13456	2358	1	1	1	29377	11
58009	34039	0.269059	18210	13341	2488	1	1	1	29392	11
58010	34039	0.267678	18280	13295	2464	1	1	1	29430	11
58011	34039	0.265475	18332	13341	2366	1	1	1	29471	11
58012	34039	0.267458	18217	13436	2386	1	1	1	29507	11
58013	34039	0.266679	18291	13341	2407	1	1	1	29465	11
58014	34039	0.265225	18364	13294	2381	1	1	1	29423	11
58015	34039	0.266459	18316	13306	2417	1	1	1	29382	11
58016	34039	0.264285	18391	13304	2344	1	1	1	29390	11
58000	34039	0.160434	23992	9172	875	1	1	1	1	12
58001	34039	0.162417	23837	9347	855	1	1	1	29488	12
58002	17573	0.184601	11980	4698	895	0.5	0.5	1	21895	12
58003	17830	0.209282	11473	5251	1106	0.5	0.5	1	15277	12
58004	17866	0.241044	10743	5633	1490	0.5	0.5	1	15467	12
58005	18098	0.2826	9859	6249	1990	0.5	0.5	1	15426	12
58006	34039	0.281559	17597	13716	2726	1	1	1	17697	12
58007	34039	0.283675	17470	13826	2743	1	1	1	29463	12
58008	34039	0.284615	17468	13766	2805	1	1	1	29425	12
58009	34039	0.285041	17479	13715	2845	1	1	1	29423	12
58010	34039	0.283058	17488	13832	2719	1	1	1	29405	12
58011	34039	0.279944	17640	13740	2659	1	1	1	29397	12
58012	34039	0.277432	17803	13585	2651	1	1	1	29514	12
58013	34039	0.275757	17825	13655	2559	1	1	1	29427	12
58014	34039	0.27423	17912	13585	2542	1	1	1	29393	12
58015	34039	0.275317	17869	13597	2573	1	1	1	29502	12
58016	34039	0.275698	17821	13667	2551	1	1	1	29425	12
58000	34039	0.160434	23992	9172	875	1	1	1	1	13
58001	34039	0.159376	24049	9130	860	1	1	1	29396	13
58002	17374	0.179579	11947	4614	813	0.5	0.5	1	21840	13
58003	17653	0.203422	11579	4966	1108	0.5	0.5	1	15000	13
58004	17554	0.232511	10770	5405	1379	0.5	0.5	1	15145	13
58005	17938	0.271853	10021	6081	1836	0.5	0.5	1	15257	13
58006	34039	0.271894	18060	13448	2531	1	1	1	17548	13
58007	34039	0.273245	17964	13548	2527	1	1	1	29418	13
58008	34039	0.26994	18114	13473	2452	1	1	1	29386	13
58009	34039	0.26618	18379	13199	2461	1	1	1	29537	13
58010	34039	0.269221	18151	13448	2440	1	1	1	29439	13
58011	34039	0.267708	18254	13345	2440	1	1	1	29415	13
58012	34039	0.271556	18058	13475	2506	1	1	1	29502	13
58013	34039	0.268927	18247	13276	2516	1	1	1	29486	13
58014	34039	0.265769	18376	13233	2430	1	1	1	29357	13
58015	34039	0.264623	18373	13317	2349	1	1	1	29285	13
58016	34039	0.262669	18554	13088	2397	1	1	1	29497	13
58000	34039	0.160434	23992	9172	875	1	1	1	1	14
58001	34039	0.162784	23824	9348	867	1	1	1	29461	14
58002	17355	0.184529	11837	4631	887	0.5	0.5	1	21715	14
58003	17461	0.212273	11256	4997	1208	0.5	0.5	1	14998	14
58004	17656	0.248952	10454	5613	1589	0.5	0.5	1	15141	14
58005	18090	0.29497	9504	6500	2086	0.5	0.5	1	15372	14
58006	34039	0.295294	16933	14109	2997	1	1	1	17682	14
58007	34039	0.292282	17139	13902	2998	1	1	1	29488	14
58008	34039	0.293164	17054	14012	2973	1	1	1	29439	14
58009	34039	0.294089	16966	14125	2948	1	1	1	29458	14
58010	34039	0.291754	17037	14142	2860	1	1	1	29458	14
58011	34039	0.29265	16997	14161	2881	1	1	1	29459	14
58012	34039	0.291915	17100	14005	2934	1	1	1	29394	14
58013	34039	0.291401	17128	13984	2927	1	1	1	29407	14
58014	34039	0.291695	17004	14212	2823	1	1	1	29379	14
58015	34039	0.289873	17108	14128	2803	1	1	1	29398	14
58016	34039	0.290006	17192	13951	2896	1	1	1	29461	14
58000	34039	0.160434	23992	9172	875	1	1	1	1	15
58001	34039	0.159934	24040	9110	889	1	1	1	29432	15
58002	17460	0.180498	11991	4635	834	0.5	0.5	1	21851	15
58003	17629	0.204266	11533	4990	1106	0.5	0.5	1	15102	15
58004	17667	0.238892	10658	5577	1432	0.5	0.5	1	15258	15
58005	17957	0.281394	9785	6238	1934	0.5	0.5	1	15276	15
58006	34039	0.281031	17531	13884	2624	1	1	1	17561	15
58007	34039	0.28222	17526	13813	2700	1	1	1	29404	15
58008	34039	0.281001	17554	13840	2645	1	1	1	29469	15
58009	34039	0.281501	17575	13764	2700	1	1	1	29349	15
58010	34039	0.284483	17385	13941	2713	1	1	1	29443	15
58011	34039	0.285144	17409	13848	2782	1	1	1	29509	15
58012	34039	0.286231	17352	13888	2799	1	1	1	29511	15
58013	34039	0.287141	17374	13782	2883	1	1	1	29334	15
58014	34039	0.288801	17226	13965	2848	1	1	1	29455	15
58015	34039	0.288698	17198	14028	2813	1	1	1	29447	15
58016	34039	0.290241	17177	13965	2897	1	1	1	29490	15
58000	34039	0.160434	23992	9172	875	1	1	1	1	16
58001	34039	0.160889	23973	9179	887	1	1	1	29372	16
58002	17392	0.181405	11965	4544	883	0.5	0.5	1	21891	16
58003	17623	0.208875	11392	5100	1131	0.5	0.5	1	15114	16
58004	17722	0.245401	10496	5754	1472	0.5	0.5	1	15206	16
58005	18175	0.288446	9799	6267	2109	0.5	0.5	1	15419	16
58006	34039	0.288463	17216	14008	2815	1	1	1	17728	16
58007	34039	0.288184	17316	13827	2896	1	1	1	29305	16
58008	34039	0.288434	17223	13996	2820	1	1	1	29467	16
58009	34039	0.286906	17252	14042	2745	1	1	1	29404	16
58010	34039	0.287538	17267	13969	2803	1	1	1	29393	16
58011	34039	0.290461	17117	14070	2852	1	1	1	29357	16
58012	34039	0.290549	17123	14052	2864	1	1	1	29442	16
58013	34039	0.294192	16933	14184	2922	1	1	1	29398	16
58014	34039	0.292796	16997	14151	2891	1	1	1	29455	16
58015	34039	0.293546	16884	14326	2829	1	1	1	29444	16
58016	34039	0.295529	16877	14205	2957	1	1	1	29499	16
58000	34039	0.160434	23992	9172	875	1	1	1	1	17
58001	34039	0.161888	23916	9225	898	1	1	1	29507	17
58002	17502	0.180294	12025	4643	834	0.5	0.5	1	21820	17
58003	17631	0.204866	11475	5088	1068	0.5	0.5	1	15171	17
58004	17790	0.236172	10852	5473	1465	0.5	0.5	1	15234	17
58005	17767	0.276186	9855	6010	1902	0.5	0.5	1	15393	17
58006	34039	0.274553	17945	13497	2597	1	1	1	17368	17
