58005	10237	0.154489	7313	2685	239	0.3	0.3	0.3	9
58006	34039	0.156262	24249	8942	848	1	1	1	9
58007	34039	0.156468	24242	8942	855	1	1	1	9
58008	34039	0.157701	24115	9112	812	1	1	1	9
58009	34039	0.156849	24217	8966	856	1	1	1	9
58010	34039	0.156335	24256	8923	860	1	1	1	9
58011	34039	0.157643	24160	9026	853	1	1	1	9
58012	34039	0.157393	24175	9013	851	1	1	1	9
58013	34039	0.158362	24111	9075	853	1	1	1	9
58014	34039	0.161242	23948	9205	886	1	1	1	9
58015	34039	0.159861	24051	9093	895	1	1	1	9
58016	34039	0.1561	24253	8945	841	1	1	1	9
58000	34039	0.160434	23992	9172	875	1	1	1	10
58001	34039	0.158069	24135	9047	857	1	1	1	10
58002	10192	0.161205	7180	2738	274	0.3	0.3	0.3	10
58003	10287	0.15714	7283	2775	229	0.3	0.3	0.3	10
58004	10252	0.15675	7286	2718	248	0.3	0.3	0.3	10
58005	10099	0.151352	7271	2599	229	0.3	0.3	0.3	10
58006	34039	0.151591	24515	8728	796	1	1	1	10
58007	34039	0.151826	24472	8798	769	1	1	1	10
58008	34039	0.15259	24417	8856	766	1	1	1	10
58009	34039	0.153633	24368	8883	788	1	1	1	10
58010	34039	0.153236	24421	8804	814	1	1	1	10
58011	34039	0.151077	24517	8759	763	1	1	1	10
58012	34039	0.149461	24597	8709	733	1	1	1	10
58013	34039	0.149094	24656	8616	767	1	1	1	10
58014	34039	0.146758	24793	8501	745	1	1	1	10
58015	34039	0.145701	24876	8407	756	1	1	1	10
58016	34039	0.145069	24890	8422	727	1	1	1	10
