58000	34039	0.160434	23992	9172	875	1
58001	34039	0.181645	22797	10118	1124	1
58002	17020	0.208637	10605	5728	687	1
58003	17020	0.236868	9964	6049	1007	1
58004	17020	0.27926	8841	6852	1327	1
58005	34039	0.331811	15194	15101	3744	1
58006	34039	0.329607	15289	15061	3689	1
58007	34039	0.328094	15388	14966	3685	1
58008	34039	0.328359	15355	15014	3670	1
58009	34039	0.328726	15388	14923	3728	1
58010	34039	0.332604	15126	15183	3730	1
58011	34039	0.330444	15242	15098	3699	1
58012	34039	0.330724	15179	15205	3655	1
58013	34039	0.330033	15301	15008	3730	1
58014	34039	0.330254	15330	14935	3774	1
58015	34039	0.325964	15470	14947	3622	1
58016	34039	0.328241	15393	14946	3700	1
58000	34039	0.160434	23992	9172	875	2
58001	34039	0.183539	22685	10213	1141	2
58002	17020	0.211428	10579	5685	756	2
58003	17020	0.248678	9595	6385	1040	2
58004	17020	0.290776	8524	7094	1402	2
58005	34039	0.346132	14531	15452	4056	2
58006	34039	0.346	14565	15393	4081	2
58007	34039	0.346456	14489	15514	4036	2
58008	34039	0.350392	14332	15560	4147	2
58009	34039	0.353007	14177	15692	4170	2
58010	34039	0.355093	14072	15760	4207	2
58011	34039	0.355739	14110	15640	4289	2
58012	34039	0.354652	14215	15504	4320	2
58013	34039	0.351773	14294	15542	4203	2
58014	34039	0.348967	14485	15351	4203	2
58015	34039	0.351464	14262	15627	4150	2
58016	34039	0.354109	14204	15563	4272	2
58000	34039	0.160434	23992	9172	875	3
58001	34039	0.181865	22788	10121	1130	3
58002	17020	0.205259	10770	5513	737	3
58003	17020	0.237662	9903	6144	973	3
58004	17020	0.278819	8877	6795	1348	3
58005	34039	0.329578	15279	15083	3677	3
58006	34039	0.331003	15238	15068	3733	3
58007	34039	0.330826	15190	15176	3673	3
58008	34039	0.333191	15096	15203	3740	3
58009	34039	0.337657	14867	15357	3815	3
58010	34039	0.339405	14861	15250	3928	3
58011	34039	0.340742	14795	15291	3953	3
58012	34039	0.342225	14709	15362	3968	3
58013	34039	0.341138	14763	15328	3948	3
58014	34039	0.339273	14856	15269	3914	3
58015	34039	0.340007	14853	15225	3961	3
58016	34039	0.339537	14863	15237	3939	3
58000	34039	0.160434	23992	9172	875	4
58001	34039	0.180616	22834	10114	1091	4
58002	17020	0.211545	10593	5653	774	4
58003	17020	0.24809	9610	6375	1035	4
58004	17020	0.289277	8628	6937	1455	4
58005	34039	0.344326	14572	15493	3974	4
58006	34039	0.343062	14638	15447	3954	4
58007	34039	0.344825	14598	15407	4034	4
58008	34039	0.344002	14598	15463	3978	4
58009	34039	0.343856	14587	15495	3957	4
58010	34039	0.342152	14704	15377	3958	4
58011	34039	0.340962	14780	15306	3953	4
58012	34039	0.341593	14766	15291	3982	4
58013	34039	0.34058	14774	15344	3921	4
58014	34039	0.343136	14638	15442	3959	4
58015	34039	0.343165	14687	15342	4010	4
58016	34039	0.341358	14846	15147	4046	4
58000	34039	0.160434	23992	9172	875	5
58001	34039	0.182555	22723	10204	1112	5
58002	17020	0.207726	10680	5609	731	5
58003	17020	0.240071	9808	6252	960	5
58004	17020	0.277996	8914	6749	1357	5
58005	34039	0.328667	15382	14939	3718	5
58006	34039	0.327786	15381	15001	3657	5
58007	34039	0.328858	15309	15072	3658	5
58008	34039	0.330929	15238	15073	3728	5
58009	34039	0.33137	15308	14903	3828	5
58010	34039	0.331605	15190	15123	3726	5
58011	34039	0.332853	15053	15312	3674	5
58012	34039	0.331781	15191	15109	3739	5
58013	34039	0.334146	15080	15170	3789	5
58014	34039	0.33278	15175	15073	3791	5
58015	34039	0.331223	15224	15081	3734	5
58016	34039	0.329916	15323	14972	3744	5
58000	34039	0.160434	23992	9172	875	6
58001	34039	0.17972	22916	10011	1112	6
58002	17020	0.201675	10843	5489	688	6
58003	17020	0.229465	10134	5961	925	6
58004	17020	0.264277	9234	6576	1210	6
58005	34039	0.312289	16111	14596	3332	6
58006	34039	0.31295	16039	14695	3305	6
58007	34039	0.312774	16129	14527	3383	6
58008	34039	0.311643	16133	14596	3310	6
58009	34039	0.31151	16190	14491	3358	6
58010	34039	0.313332	16053	14641	3345	6
58011	34039	0.31649	15943	14646	3450	6
58012	34039	0.315139	15953	14718	3368	6
58013	34039	0.316167	15919	14716	3404	6
58014	34039	0.318003	15893	14643	3503	6
58015	34039	0.319281	15838	14666	3535	6
58016	34039	0.318546	15779	14834	3426	6
58000	34039	0.160434	23992	9172	875	7
58001	34039	0.179515	22958	9941	1140	7
58002	17020	0.207785	10669	5629	722	7
58003	17020	0.241921	9761	6283	976	7
58004	17020	0.281874	8757	6931	1332	7
58005	34039	0.331972	15232	15014	3793	7
58006	34039	0.332898	15135	15145	3759	7
58007	34039	0.332707	15124	15180	3735	7
58008	34039	0.33422	15047	15231	3761	7
58009	34039	0.334837	15050	15183	3806	7
58010	34039	0.335703	15107	15010	3922	7
58011	34039	0.336232	15027	15134	3878	7
58012	34039	0.338832	14874	15263	3902	7
58013	34039	0.339669	14886	15182	3971	7
58014	34039	0.339904	14747	15444	3848	7
58015	34039	0.340139	14818	15286	3935	7
58016	34039	0.338009	14835	15397	3807	7
58000	34039	0.160434	23992	9172	875	8
58001	34039	0.178927	22918	10061	1060	8
58002	17020	0.203555	10802	5507	711	8
58003	17020	0.232227	9998	6139	883	8
58004	17020	0.273032	8970	6806	1244	8
58005	34039	0.321851	15614	14939	3486	8
58006	34039	0.321073	15698	14824	3517	8
58007	34039	0.319016	15745	14870	3424	8
58008	34039	0.31602	15835	14894	3310	8
58009	34039	0.317474	15964	14537	3538	8
58010	34039	0.318914	15871	14625	3543	8
58011	34039	0.317151	15834	14819	3386	8
58012	34039	0.31931	15804	14732	3503	8
58013	34039	0.321044	15686	14850	3503	8
58014	34039	0.323805	15518	14998	3523	8
58015	34039	0.323908	15562	14903	3574	8
58016	34039	0.323056	15662	14761	3616	8
58000	34039	0.160434	23992	9172	875	9
58001	34039	0.180337	22904	9993	1142	9
58002	17020	0.208108	10616	5724	680	9
58003	17020	0.239336	9876	6141	1003	9
58004	17020	0.279436	8813	6902	1305	9
58005	34039	0.328961	15329	15025	3685	9
58006	34039	0.328726	15366	14967	3706	9
58007	34039	0.32805	15377	14991	3671	9
58008	34039	0.329637	15251	15135	3653	9
58009	34039	0.330209	15270	15058	3711	9
58010	34039	0.333059	15133	15138	3768	9
58011	34039	0.334734	15158	14974	3907	9
58012	34039	0.334748	15091	15107	3841	9
58013	34039	0.332457	15104	15237	3698	9
58014	34039	0.333265	15170	15050	3819	9
58015	34039	0.334176	15153	15022	3864	9
58016	34039	0.334469	15073	15162	3804	9
58000	34039	0.160434	23992	9172	875	10
58001	34039	0.17878	22937	10033	1069	10
58002	17020	0.20235	10858	5436	726	10
58003	17020	0.233226	10040	6021	959	10
