58000	34039	0.160434	23992	9172	875	1	1	1	1
58001	34039	0.161256	23916	9268	855	1	1	1	1
58002	10232	0.165852	7123	2824	285	0.3	0.3	0.3	1
58003	10145	0.16555	7078	2775	292	0.3	0.3	0.3	1
58004	10095	0.169787	6963	2836	296	0.3	0.3	0.3	1
58005	10203	0.171273	6992	2927	284	0.3	0.3	0.3	1
58006	34039	0.168542	23520	9564	955	1	1	1	1
58007	34039	0.17098	23435	9568	1036	1	1	1	1
58008	34039	0.172141	23339	9681	1019	1	1	1	1
58009	34039	0.169071	23516	9536	987	1	1	1	1
58010	34039	0.17007	23456	9588	995	1	1	1	1
58011	34039	0.171494	23351	9701	987	1	1	1	1
58012	34039	0.170672	23424	9611	1004	1	1	1	1
58013	34039	0.170231	23423	9643	973	1	1	1	1
58014	34039	0.171186	23401	9622	1016	1	1	1	1
58015	34039	0.169981	23396	9714	929	1	1	1	1
58016	34039	0.172317	23340	9667	1032	1	1	1	1
58000	34039	0.160434	23992	9172	875	1	1	1	2
58001	34039	0.159729	24005	9194	840	1	1	1	2
58002	10166	0.164224	7122	2749	295	0.3	0.3	0.3	2
58003	10194	0.161713	7159	2773	262	0.3	0.3	0.3	2
58004	10208	0.162764	7173	2747	288	0.3	0.3	0.3	2
58005	10117	0.159978	7158	2681	278	0.3	0.3	0.3	2
58006	34039	0.160257	24043	9082	914	1	1	1	2
58007	34039	0.16224	23939	9155	945	1	1	1	2
58008	34039	0.162387	23859	9305	875	1	1	1	2
58009	34039	0.163166	23822	9326	891	1	1	1	2
58010	34039	0.163724	23781	9370	888	1	1	1	2
58011	34039	0.162754	23888	9222	929	1	1	1	2
58012	34039	0.162622	23892	9223	924	1	1	1	2
58013	34039	0.165237	23684	9461	894	1	1	1	2
58014	34039	0.164502	23775	9329	935	1	1	1	2
58015	34039	0.164987	23719	9408	912	1	1	1	2
58016	34039	0.165105	23735	9368	936	1	1	1	2
58000	34039	0.160434	23992	9172	875	1	1	1	3
58001	34039	0.162123	23870	9301	868	1	1	1	3
58002	10247	0.164829	7141	2834	272	0.3	0.3	0.3	3
58003	10197	0.165049	7111	2806	280	0.3	0.3	0.3	3
58004	10242	0.161785	7200	2770	272	0.3	0.3	0.3	3
58005	10171	0.161144	7120	2824	227	0.3	0.3	0.3	3
58006	34039	0.162887	23883	9223	933	1	1	1	3
58007	34039	0.162637	23904	9198	937	1	1	1	3
58008	34039	0.164253	23766	9364	909	1	1	1	3
58009	34039	0.165854	23679	9429	931	1	1	1	3
58010	34039	0.166192	23651	9462	926	1	1	1	3
58011	34039	0.164605	23723	9426	890	1	1	1	3
58012	34039	0.164708	23716	9433	890	1	1	1	3
