Generation	Ne	Frequency	WT	HET	HOM	Fit(WT)	Fit(HET)	Fit(HOM)	Replicate
58001	34039	0.164356	23817	9255	967	1	1	1	29
58002	17492	0.184542	11908	4712	872	0.5	0.5	1	29
58003	17544	0.211896	11258	5137	1149	0.5	0.5	1	29
58004	17700	0.244266	10591	5571	1538	0.5	0.5	1	29
58005	18047	0.290658	9661	6281	2105	0.5	0.5	1	29
58006	34039	0.291239	17102	14047	2890	1	1	1	29
58007	34039	0.292561	17000	14161	2878	1	1	1	29
58008	34039	0.28955	17179	14008	2852	1	1	1	29
58009	34039	0.286216	17331	13931	2777	1	1	1	29
58010	34039	0.283322	17510	13770	2759	1	1	1	29
58011	34039	0.28673	17333	13892	2814	1	1	1	29
58012	34039	0.285188	17337	13989	2713	1	1	1	29
58013	34039	0.285525	17397	13846	2796	1	1	1	29
58014	34039	0.287244	17279	13965	2795	1	1	1	29
58015	34039	0.287567	17218	14065	2756	1	1	1	29
58016	34039	0.288111	17283	13898	2858	1	1	1	29
58000	34039	0.160434	23992	9172	875	1	1	1	30
58001	34039	0.159494	24090	9040	909	1	1	1	30
58002	17402	0.180037	11994	4550	858	0.5	0.5	1	30
58003	17548	0.203556	11459	5034	1055	0.5	0.5	1	30
58004	17757	0.233063	10828	5581	1348	0.5	0.5	1	30
58005	18023	0.272457	10032	6161	1830	0.5	0.5	1	30
58006	34039	0.268986	18190	13386	2463	1	1	1	30
58007	34039	0.267282	18344	13194	2501	1	1	1	30
58008	34039	0.267017	18298	13304	2437	1	1	1	30
58009	34039	0.265431	18333	13342	2364	1	1	1	30
58010	34039	0.264975	18327	13385	2327	1	1	1	30
58011	34039	0.266679	18260	13403	2376	1	1	1	30
58012	34039	0.264711	18315	13427	2297	1	1	1	30
58013	34039	0.263551	18482	13172	2385	1	1	1	30
58014	34039	0.264153	18365	13365	2309	1	1	1	30
58015	34039	0.264505	18380	13311	2348	1	1	1	30
58016	34039	0.262522	18565	13076	2398	1	1	1	30
58000	34039	0.160434	23992	9172	875	1	1	1	31
58001	34039	0.16133	23896	9303	840	1	1	1	31
58002	17307	0.180447	11945	4478	884	0.5	0.5	1	31
58003	17559	0.205906	11407	5073	1079	0.5	0.5	1	31
58004	17820	0.237458	10764	5649	1407	0.5	0.5	1	31
58005	17966	0.273711	9988	6121	1857	0.5	0.5	1	31
58006	34039	0.273627	17940	13570	2529	1	1	1	31
58007	34039	0.27163	18066	13454	2519	1	1	1	31
58008	34039	0.27185	18011	13549	2479	1	1	1	31
58009	34039	0.269823	18151	13407	2481	1	1	1	31
58010	34039	0.270381	18146	13379	2514	1	1	1	31
58011	34039	0.268956	18224	13320	2495	1	1	1	31
58012	34039	0.2669	18286	13336	2417	1	1	1	31
58013	34039	0.266195	18346	13264	2429	1	1	1	31
58014	34039	0.265798	18340	13303	2396	1	1	1	31
58015	34039	0.264785	18406	13240	2393	1	1	1	31
58016	34039	0.262757	18552	13086	2401	1	1	1	31
58000	34039	0.160434	23992	9172	875	1	1	1	32
58001	34039	0.160801	23977	9177	885	1	1	1	32
58002	17317	0.183086	11840	4613	864	0.5	0.5	1	32
58003	17589	0.209875	11350	5095	1144	0.5	0.5	1	32
58004	17665	0.244778	10530	5622	1513	0.5	0.5	1	32
58005	17965	0.287225	9668	6274	2023	0.5	0.5	1	32
58006	34039	0.289359	17170	14039	2830	1	1	1	32
58007	34039	0.293575	16997	14098	2944	1	1	1	32
58008	34039	0.292062	17038	14119	2882	1	1	1	32
58009	34039	0.295764	16920	14103	3016	1	1	1	32
58010	34039	0.296542	16801	14288	2950	1	1	1	32
58011	34039	0.298408	16783	14197	3059	1	1	1	32
58012	34039	0.298892	16799	14132	3108	1	1	1	32
58013	34039	0.299054	16735	14249	3055	1	1	1	32
58014	34039	0.29995	16679	14300	3060	1	1	1	32
58015	34039	0.297673	16812	14189	3038	1	1	1	32
58016	34039	0.300053	16710	14231	3098	1	1	1	32
58000	34039	0.160434	23992	9172	875	1	1	1	33
58001	34039	0.160845	23964	9200	875	1	1	1	33
58002	17317	0.179361	11931	4560	826	0.5	0.5	1	33
58003	17513	0.206989	11349	5078	1086	0.5	0.5	1	33
58004	17795	0.239786	10705	5646	1444	0.5	0.5	1	33
58005	18186	0.277906	10005	6254	1927	0.5	0.5	1	33
58006	34039	0.28034	17620	13753	2666	1	1	1	33
58007	34039	0.280751	17601	13763	2675	1	1	1	33
58008	34039	0.279503	17667	13716	2656	1	1	1	33
58009	34039	0.279209	17737	13596	2706	1	1	1	33
58010	34039	0.278372	17694	13739	2606	1	1	1	33
58011	34039	0.278959	17681	13725	2633	1	1	1	33
58012	34039	0.277167	17762	13685	2592	1	1	1	33
58013	34039	0.27777	17790	13588	2661	1	1	1	33
58014	34039	0.277843	17768	13627	2644	1	1	1	33
58015	34039	0.276976	17814	13594	2631	1	1	1	33
58016	34039	0.279929	17633	13755	2651	1	1	1	33
58000	34039	0.160434	23992	9172	875	1	1	1	34
58001	34039	0.160008	24016	9153	870	1	1	1	34
58002	17395	0.182926	11888	4650	857	0.5	0.5	1	34
58003	17464	0.209374	11268	5079	1117	0.5	0.5	1	34
58004	17770	0.241418	10692	5576	1502	0.5	0.5	1	34
58005	17999	0.278182	9901	6182	1916	0.5	0.5	1	34
58006	34039	0.279415	17713	13630	2696	1	1	1	34
58007	34039	0.2794	17631	13795	2613	1	1	1	34
58008	34039	0.280046	17622	13769	2648	1	1	1	34
58009	34039	0.278842	17729	13637	2673	1	1	1	34
58010	34039	0.276683	17796	13650	2593	1	1	1	34
58011	34039	0.278372	17594	13939	2506	1	1	1	34
58012	34039	0.281559	17536	13838	2665	1	1	1	34
58013	34039	0.285981	17311	13987	2741	1	1	1	34
58014	34039	0.289286	17180	14024	2835	1	1	1	34
58015	34039	0.287024	17311	13916	2812	1	1	1	34
58016	34039	0.287303	17324	13871	2844	1	1	1	34
58000	34039	0.160434	23992	9172	875	1	1	1	35
58001	34039	0.159317	24093	9046	900	1	1	1	35
58002	17458	0.182295	11981	4589	888	0.5	0.5	1	35
58003	17577	0.212977	11301	5065	1211	0.5	0.5	1	35
58004	17709	0.247642	10439	5769	1501	0.5	0.5	1	35
58005	18046	0.287931	9738	6224	2084	0.5	0.5	1	35
58006	34039	0.287127	17272	13987	2780	1	1	1	35
58007	34039	0.286466	17339	13898	2802	1	1	1	35
58008	34039	0.287185	17338	13851	2850	1	1	1	35
58009	34039	0.283968	17415	13916	2708	1	1	1	35
58010	34039	0.282411	17525	13802	2712	1	1	1	35
58011	34039	0.28388	17428	13896	2715	1	1	1	35
58012	34039	0.284659	17398	13903	2738	1	1	1	35
58013	34039	0.28529	17441	13774	2824	1	1	1	35
58014	34039	0.287832	17278	13927	2834	1	1	1	35
58015	34039	0.286304	17315	13957	2767	1	1	1	35
58016	34039	0.287082	17388	13758	2893	1	1	1	35
58000	34039	0.160434	23992	9172	875	1	1	1	36
58001	34039	0.162049	23919	9208	912	1	1	1	36
58002	17466	0.184158	11915	4669	882	0.5	0.5	1	36
58003	17580	0.211547	11294	5134	1152	0.5	0.5	1	36
58004	17748	0.241717	10663	5590	1495	0.5	0.5	1	36
58005	18112	0.28136	9865	6302	1945	0.5	0.5	1	36
58006	34039	0.28128	17564	13801	2674	1	1	1	36
58007	34039	0.279914	17710	13602	2727	1	1	1	36
58008	34039	0.281471	17564	13788	2687	1	1	1	36
58009	34039	0.282529	17598	13648	2793	1	1	1	36
58010	34039	0.282881	17505	13810	2724	1	1	1	36
58011	34039	0.282074	17549	13777	2713	1	1	1	36
58012	34039	0.280355	17553	13886	2600	1	1	1	36
58013	34039	0.278034	17764	13622	2653	1	1	1	36
58014	34039	0.276609	17782	13683	2574	1	1	1	36
58015	34039	0.278342	17748	13633	2658	1	1	1	36
58016	34039	0.280017	17662	13691	2686	1	1	1	36
58000	34039	0.160434	23992	9172	875	1	1	1	37
58001	34039	0.160052	24057	9068	914	1	1	1	37
58002	17518	0.181214	12023	4641	854	0.5	0.5	1	37
58003	17627	0.203948	11521	5022	1084	0.5	0.5	1	37
58004	17719	0.23345	10883	5399	1437	0.5	0.5	1	37
58005	17892	0.273223	9948	6111	1833	0.5	0.5	1	37
58006	34039	0.272349	18058	13421	2560	1	1	1	37
58007	34039	0.275023	17887	13581	2571	1	1	1	37
58008	34039	0.275405	17858	13613	2568	1	1	1	37
58009	34039	0.27467	17914	13551	2574	1	1	1	37
58010	34039	0.277006	17775	13670	2594	1	1	1	37
58011	34039	0.273686	17990	13466	2583	1	1	1	37
58012	34039	0.271351	18057	13491	2491	1	1	1	37
58013	34039	0.27069	18085	13480	2474	1	1	1	37
58014	34039	0.273069	17934	13620	2485	1	1	1	37
58015	34039	0.271321	18081	13445	2513	1	1	1	37
58016	34039	0.271292	18126	13357	2556	1	1	1	37
58000	34039	0.160434	23992	9172	875	1	1	1	38
58001	34039	0.160448	23970	9215	854	1	1	1	38
58002	17465	0.180647	11967	4686	812	0.5	0.5	1	38
58003	17712	0.206865	11522	5052	1138	0.5	0.5	1	38
58004	17786	0.242803	10653	5629	1504	0.5	0.5	1	38
58005	17947	0.286065	9751	6124	2072	0.5	0.5	1	38
58006	34039	0.284394	17406	13905	2728	1	1	1	38
58007	34039	0.281148	17627	13684	2728	1	1	1	38
58008	34039	0.280164	17680	13645	2714	1	1	1	38
58009	34039	0.281662	17547	13809	2683	1	1	1	38
58010	34039	0.280061	17672	13668	2699	1	1	1	38
58011	34039	0.280326	17618	13758	2663	1	1	1	38
58012	34039	0.279136	17734	13607	2698	1	1	1	38
58013	34039	0.280193	17669	13665	2705	1	1	1	38
58014	34039	0.280281	17639	13719	2681	1	1	1	38
58015	34039	0.279576	17676	13693	2670	1	1	1	38
58016	34039	0.280502	17653	13676	2710	1	1	1	38
58000	34039	0.160434	23992	9172	875	1	1	1	39
58001	34039	0.161903	23898	9260	881	1	1	1	39
58002	17544	0.1875	11877	4755	912	0.5	0.5	1	39
58003	17637	0.21591	11226	5206	1205	0.5	0.5	1	39
58004	17928	0.255662	10432	5825	1671	0.5	0.5	1	39
58005	18103	0.30053	9442	6441	2220	0.5	0.5	1	39
58006	34039	0.298966	16730	14265	3044	1	1	1	39
58007	34039	0.296234	16880	14151	3008	1	1	1	39
58008	34039	0.295059	16867	14257	2915	1	1	1	39
58009	34039	0.293898	16931	14208	2900	1	1	1	39
58010	34039	0.296219	16841	14230	2968	1	1	1	39
58011	34039	0.296645	16771	14341	2927	1	1	1	39
58012	34039	0.300494	16585	14451	3003	1	1	1	39
58013	34039	0.29829	16746	14279	3014	1	1	1	39
58014	34039	0.300435	16682	14261	3096	1	1	1	39
58015	34039	0.300846	16585	14427	3027	1	1	1	39
58016	34039	0.299157	16691	14330	3018	1	1	1	39
58000	34039	0.160434	23992	9172	875	1	1	1	40
58001	34039	0.160463	23991	9172	876	1	1	1	40
58002	17349	0.185256	11824	4622	903	0.5	0.5	1	40
58003	17615	0.209906	11389	5057	1169	0.5	0.5	1	40
58004	17775	0.24436	10643	5577	1555	0.5	0.5	1	40
58005	18000	0.284583	9823	6109	2068	0.5	0.5	1	40
58006	34039	0.284762	17418	13856	2765	1	1	1	40
58007	34039	0.286598	17350	13867	2822	1	1	1	40
58008	34039	0.284967	17425	13828	2786	1	1	1	40
58009	34039	0.285922	17397	13819	2823	1	1	1	40
58010	34039	0.285599	17363	13909	2767	1	1	1	40
58011	34039	0.288375	17223	14000	2816	1	1	1	40
58012	34039	0.287993	17247	13978	2814	1	1	1	40
58013	34039	0.285481	17390	13863	2786	1	1	1	40
58014	34039	0.284703	17417	13862	2760	1	1	1	40
58015	34039	0.285569	17350	13937	2752	1	1	1	40
58016	34039	0.286304	17320	13947	2772	1	1	1	40
58000	34039	0.160434	23992	9172	875	1	1	1	41
58001	34039	0.160507	23996	9159	884	1	1	1	41
58002	17473	0.18065	12049	4535	889	0.5	0.5	1	41
58003	17497	0.208779	11339	5010	1148	0.5	0.5	1	41
58004	17726	0.237815	10725	5571	1430	0.5	0.5	1	41
58005	17946	0.280313	9812	6207	1927	0.5	0.5	1	41
58006	34039	0.280605	17570	13835	2634	1	1	1	41
58007	34039	0.282074	17513	13849	2677	1	1	1	41
58008	34039	0.28034	17611	13771	2657	1	1	1	41
58009	34039	0.281354	17600	13724	2715	1	1	1	41
58010	34039	0.279283	17716	13633	2690	1	1	1	41
58011	34039	0.277726	17715	13741	2583	1	1	1	41
58012	34039	0.276492	17824	13607	2608	1	1	1	41
58013	34039	0.276213	17900	13474	2665	1	1	1	41
58014	34039	0.278284	17772	13589	2678	1	1	1	41
58015	34039	0.281706	17582	13736	2721	1	1	1	41
58016	34039	0.282279	17518	13825	2696	1	1	1	41
58000	34039	0.160434	23992	9172	875	1	1	1	42
58001	34039	0.160272	23999	9169	871	1	1	1	42
58002	17426	0.180104	12003	4569	854	0.5	0.5	1	42
58003	17589	0.204247	11511	4971	1107	0.5	0.5	1	42
58004	17890	0.237367	10855	5577	1458	0.5	0.5	1	42
58005	17898	0.282434	9703	6280	1915	0.5	0.5	1	42
58006	34039	0.28316	17510	13781	2748	1	1	1	42
58007	34039	0.281897	17533	13821	2685	1	1	1	42
58008	34039	0.28059	17640	13696	2703	1	1	1	42
58009	34039	0.283278	17476	13841	2722	1	1	1	42
58010	34039	0.284453	17442	13829	2768	1	1	1	42
58011	34039	0.28695	17317	13909	2813	1	1	1	42
58012	34039	0.287464	17325	13858	2856	1	1	1	42
58013	34039	0.285026	17388	13898	2753	1	1	1	42
58014	34039	0.284115	17360	14016	2663	1	1	1	42
58015	34039	0.285511	17334	13973	2732	1	1	1	42
58016	34039	0.282646	17556	13724	2759	1	1	1	42
58000	34039	0.160434	23992	9172	875	1	1	1	43
58001	34039	0.159068	24104	9041	894	1	1	1	43
58002	17333	0.178302	11988	4509	836	0.5	0.5	1	43
58003	17384	0.20352	11411	4870	1103	0.5	0.5	1	43
58004	17757	0.236864	10805	5492	1460	0.5	0.5	1	43
58005	18004	0.277605	9942	6128	1934	0.5	0.5	1	43
58006	34039	0.277285	17816	13569	2654	1	1	1	43
58007	34039	0.275037	17823	13708	2508	1	1	1	43
58008	34039	0.278768	17675	13750	2614	1	1	1	43
58009	34039	0.279341	17696	13669	2674	1	1	1	43
58010	34039	0.276844	17816	13599	2624	1	1	1	43
58011	34039	0.274068	17956	13508	2575	1	1	1	43
58012	34039	0.275302	17870	13596	2573	1	1	1	43
58013	34039	0.276036	17828	13630	2581	1	1	1	43
58014	34039	0.278607	17759	13593	2687	1	1	1	43
58015	34039	0.278636	17673	13763	2603	1	1	1	43
58016	34039	0.278783	17687	13725	2627	1	1	1	43
58000	34039	0.160434	23992	9172	875	1	1	1	44
58001	34039	0.159787	24023	9154	862	1	1	1	44
58002	17397	0.178651	12028	4522	847	0.5	0.5	1	44
58003	17571	0.199789	11549	5023	999	0.5	0.5	1	44
58004	17606	0.230518	10812	5471	1323	0.5	0.5	1	44
58005	17981	0.270063	10127	5996	1858	0.5	0.5	1	44
58006	34039	0.271409	18025	13551	2463	1	1	1	44
58007	34039	0.270748	18115	13416	2508	1	1	1	44
58008	34039	0.26994	18148	13405	2486	1	1	1	44
58009	34039	0.271321	18119	13369	2551	1	1	1	44
58010	34039	0.271321	18052	13503	2484	1	1	1	44
58011	34039	0.271248	18081	13450	2508	1	1	1	44
58012	34039	0.270969	18139	13353	2547	1	1	1	44
58013	34039	0.268706	18233	13319	2487	1	1	1	44
58014	34039	0.267855	18149	13545	2345	1	1	1	44
58015	34039	0.26831	18238	13336	2465	1	1	1	44
58016	34039	0.267855	18220	13403	2416	1	1	1	44
58000	34039	0.160434	23992	9172	875	1	1	1	45
58001	34039	0.158377	24088	9120	831	1	1	1	45
58002	17394	0.181988	11964	4529	901	0.5	0.5	1	45
58003	17493	0.210141	11288	5058	1147	0.5	0.5	1	45
58004	17834	0.241785	10717	5610	1507	0.5	0.5	1	45
58005	17929	0.282001	9776	6194	1959	0.5	0.5	1	45
58006	34039	0.283631	17498	13773	2768	1	1	1	45
58007	34039	0.283954	17408	13931	2700	1	1	1	45
58008	34039	0.283058	17569	13670	2800	1	1	1	45
58009	34039	0.281133	17568	13803	2668	1	1	1	45
58010	34039	0.284233	17468	13792	2779	1	1	1	45
58011	34039	0.287347	17272	13972	2795	1	1	1	45
58012	34039	0.286701	17269	14022	2748	1	1	1	45
58013	34039	0.290285	17163	13990	2886	1	1	1	45
58014	34039	0.293898	16842	14386	2811	1	1	1	45
58015	34039	0.294104	16997	14062	2980	1	1	1	45
58016	34039	0.292135	17097	13996	2946	1	1	1	45
58000	34039	0.160434	23992	9172	875	1	1	1	46
58001	34039	0.159405	24074	9078	887	1	1	1	46
58002	17476	0.183995	11976	4569	931	0.5	0.5	1	46
58003	17584	0.210504	11299	5167	1118	0.5	0.5	1	46
58004	17666	0.246632	10474	5670	1522	0.5	0.5	1	46
58005	18173	0.290899	9727	6319	2127	0.5	0.5	1	46
58006	34039	0.291724	17113	13992	2934	1	1	1	46
58007	34039	0.292385	17132	13909	2998	1	1	1	46
58008	34039	0.291313	17108	14030	2901	1	1	1	46
58009	34039	0.292312	17095	13988	2956	1	1	1	46
58010	34039	0.292885	17057	14025	2957	1	1	1	46
58011	34039	0.290241	17144	14031	2864	1	1	1	46
58012	34039	0.290667	17165	13960	2914	1	1	1	46
58013	34039	0.290843	17157	13964	2918	1	1	1	46
58014	34039	0.289756	17129	14094	2816	1	1	1	46
58015	34039	0.292106	17020	14152	2867	1	1	1	46
58016	34039	0.291739	17088	14041	2910	1	1	1	46
58000	34039	0.160434	23992	9172	875	1	1	1	47
58001	34039	0.161844	23892	9276	871	1	1	1	47
58002	17404	0.182516	11967	4521	916	0.5	0.5	1	47
58003	17576	0.20932	11402	4990	1184	0.5	0.5	1	47
58004	17710	0.250593	10370	5804	1536	0.5	0.5	1	47
58005	18119	0.293973	9637	6311	2171	0.5	0.5	1	47
58006	34039	0.293516	16997	14102	2940	1	1	1	47
58007	34039	0.294794	16931	14147	2961	1	1	1	47
58008	34039	0.294192	16948	14154	2937	1	1	1	47
58009	34039	0.292694	17042	14068	2929	1	1	1	47
58010	34039	0.292517	17032	14100	2907	1	1	1	47
58011	34039	0.29027	17175	13967	2897	1	1	1	47
58012	34039	0.291577	17089	14050	2900	1	1	1	47
58013	34039	0.295044	16858	14276	2905	1	1	1	47
58014	34039	0.297144	16784	14281	2974	1	1	1	47
58015	34039	0.299509	16645	14398	2996	1	1	1	47
58016	34039	0.295867	16825	14286	2928	1	1	1	47
58000	34039	0.160434	23992	9172	875	1	1	1	48
58001	34039	0.161051	23959	9196	884	1	1	1	48
58002	17460	0.183333	11948	4622	890	0.5	0.5	1	48
58003	17503	0.209364	11278	5121	1104	0.5	0.5	1	48
58004	17759	0.243933	10603	5648	1508	0.5	0.5	1	48
58005	17945	0.283784	9800	6105	2040	0.5	0.5	1	48
58006	34039	0.28269	17534	13765	2740	1	1	1	48
58007	34039	0.283307	17452	13887	2700	1	1	1	48
58008	34039	0.282088	17570	13734	2735	1	1	1	48
58009	34039	0.28316	17494	13813	2732	1	1	1	48
58010	34039	0.281501	17609	13696	2734	1	1	1	48
58011	34039	0.280002	17590	13836	2613	1	1	1	48
58012	34039	0.277726	17706	13759	2574	1	1	1	48
58013	34039	0.276477	17808	13640	2591	1	1	1	48
58014	34039	0.277931	17770	13617	2652	1	1	1	48
58015	34039	0.277182	17833	13542	2664	1	1	1	48
58016	34039	0.278489	17795	13529	2715	1	1	1	48
58000	34039	0.160434	23992	9172	875	1	1	1	49
58001	34039	0.157657	24160	9025	854	1	1	1	49
58002	17479	0.174552	12184	4488	807	0.5	0.5	1	49
58003	17522	0.198037	11609	4886	1027	0.5	0.5	1	49
58004	17685	0.231976	10885	5395	1405	0.5	0.5	1	49
58005	17947	0.270909	10059	6052	1836	0.5	0.5	1	49
58006	34039	0.269911	18160	13383	2496	1	1	1	49
58007	34039	0.266841	18272	13368	2399	1	1	1	49
58008	34039	0.269573	18218	13290	2531	1	1	1	49
58009	34039	0.26925	18172	13404	2463	1	1	1	49
58010	34039	0.270352	18169	13335	2535	1	1	1	49
58011	34039	0.270131	18134	13420	2485	1	1	1	49
58012	34039	0.271659	18110	13364	2565	1	1	1	49
58013	34039	0.270249	18202	13276	2561	1	1	1	49
58014	34039	0.270043	18119	13456	2464	1	1	1	49
58015	34039	0.273892	17945	13542	2552	1	1	1	49
58016	34039	0.274171	17887	13639	2513	1	1	1	49
58000	34039	0.160434	23992	9172	875	1	1	1	50
58001	34039	0.160316	24012	9140	887	1	1	1	50
58002	17300	0.185289	11777	4635	888	0.5	0.5	1	50
58003	17528	0.208352	11371	5010	1147	0.5	0.5	1	50
58004	17612	0.239269	10635	5526	1451	0.5	0.5	1	50
58005	17971	0.282288	9798	6200	1973	0.5	0.5	1	50
58006	34039	0.284292	17387	13950	2702	1	1	1	50
58007	34039	0.28435	17376	13968	2695	1	1	1	50
58008	34039	0.285614	17448	13738	2853	1	1	1	50
58009	34039	0.284806	17387	13915	2737	1	1	1	50
58010	34039	0.283058	17479	13850	2710	1	1	1	50
58011	34039	0.279988	17608	13801	2630	1	1	1	50
58012	34039	0.283072	17555	13697	2787	1	1	1	50
58013	34039	0.284908	17445	13792	2802	1	1	1	50
58014	34039	0.287332	17309	13899	2831	1	1	1	50
58015	34039	0.287273	17258	14005	2776	1	1	1	50
58016	34039	0.286686	17218	14125	2696	1	1	1	50
58000	34039	0.160434	23992	9172	875	1	1	1	51
58001	34039	0.160243	23990	9189	860	1	1	1	51
58002	17390	0.18157	11959	4547	884	0.5	0.5	1	51
58003	17619	0.206907	11462	5023	1134	0.5	0.5	1	51
58004	17801	0.236082	10762	5673	1366	0.5	0.5	1	51
58005	18095	0.278972	9965	6164	1966	0.5	0.5	1	51
58006	34039	0.279077	17671	13737	2631	1	1	1	51
58007	34039	0.27965	17678	13684	2677	1	1	1	51
58008	34039	0.279459	17665	13723	2651	1	1	1	51
58009	34039	0.27777	17713	13742	2584	1	1	1	51
58010	34039	0.279532	17638	13772	2629	1	1	1	51
58011	34039	0.28034	17625	13743	2671	1	1	1	51
58012	34039	0.277461	17805	13579	2655	1	1	1	51
58013	34039	0.280164	17687	13631	2721	1	1	1	51
58014	34039	0.282529	17420	14004	2615	1	1	1	51
58015	34039	0.280634	17613	13747	2679	1	1	1	51
58016	34039	0.280693	17681	13607	2751	1	1	1	51
58000	34039	0.160434	23992	9172	875	1	1	1	52
58001	34039	0.16039	23997	9165	877	1	1	1	52
58002	17603	0.177697	12147	4656	800	0.5	0.5	1	52
58003	17653	0.201326	11621	4956	1076	0.5	0.5	1	52
58004	17667	0.231448	10877	5402	1388	0.5	0.5	1	52
58005	17803	0.274195	9940	5963	1900	0.5	0.5	1	52
58006	34039	0.27445	18001	13392	2646	1	1	1	52
58007	34039	0.277285	17743	13715	2581	1	1	1	52
58008	34039	0.279503	17674	13702	2663	1	1	1	52
58009	34039	0.279253	17761	13545	2733	1	1	1	52
58010	34039	0.278298	17675	13782	2582	1	1	1	52
58011	34039	0.27514	17879	13589	2571	1	1	1	52
58012	34039	0.273715	17943	13558	2538	1	1	1	52
58013	34039	0.275713	17898	13512	2629	1	1	1	52
58014	34039	0.274421	17950	13496	2593	1	1	1	52
58015	34039	0.274949	17882	13596	2561	1	1	1	52
58016	34039	0.273804	17949	13540	2550	1	1	1	52
58000	34039	0.160434	23992	9172	875	1	1	1	53
58001	34039	0.162475	23853	9311	875	1	1	1	53
58002	17426	0.184064	11897	4643	886	0.5	0.5	1	53
58003	17624	0.210196	11357	5125	1142	0.5	0.5	1	53
58004	17682	0.24771	10450	5704	1528	0.5	0.5	1	53
58005	17943	0.28794	9660	6233	2050	0.5	0.5	1	53
58006	34039	0.286466	17293	13990	2756	1	1	1	53
58007	34039	0.283528	17545	13686	2808	1	1	1	53
58008	34039	0.283219	17487	13823	2729	1	1	1	53
58009	34039	0.282793	17475	13876	2688	1	1	1	53
58010	34039	0.280281	17561	13875	2603	1	1	1	53
58011	34039	0.2799	17628	13767	2644	1	1	1	53
58012	34039	0.278768	17700	13700	2639	1	1	1	53
58013	34039	0.2794	17701	13655	2683	1	1	1	53
58014	34039	0.279782	17663	13705	2671	1	1	1	53
58015	34039	0.281794	17564	13766	2709	1	1	1	53
58016	34039	0.279341	17676	13709	2654	1	1	1	53
58000	34039	0.160434	23992	9172	875	1	1	1	54
58001	34039	0.16224	23946	9141	952	1	1	1	54
58002	17356	0.184691	11840	4621	895	0.5	0.5	1	54
58003	17578	0.210291	11322	5119	1137	0.5	0.5	1	54
58004	17790	0.241231	10726	5545	1519	0.5	0.5	1	54
58005	18050	0.280111	9863	6262	1925	0.5	0.5	1	54
58006	34039	0.28081	17548	13865	2626	1	1	1	54
58007	34039	0.280472	17629	13726	2684	1	1	1	54
58008	34039	0.278563	17801	13512	2726	1	1	1	54
58009	34039	0.279194	17657	13757	2625	1	1	1	54
58010	34039	0.278842	17677	13741	2621	1	1	1	54
58011	34039	0.279062	17675	13730	2634	1	1	1	54
58012	34039	0.277153	17783	13644	2612	1	1	1	54
58013	34039	0.276609	17859	13529	2651	1	1	1	54
58014	34039	0.273569	17947	13560	2532	1	1	1	54
58015	34039	0.276521	17834	13585	2620	1	1	1	54
58016	34039	0.276139	17793	13693	2553	1	1	1	54
58000	34039	0.160434	23992	9172	875	1	1	1	55
58001	34039	0.159391	24045	9137	857	1	1	1	55
58002	17557	0.181096	12066	4623	868	0.5	0.5	1	55
58003	17701	0.211005	11395	5142	1164	0.5	0.5	1	55
58004	17759	0.248212	10490	5722	1547	0.5	0.5	1	55
58005	17999	0.291294	9589	6334	2076	0.5	0.5	1	55
58006	34039	0.290329	17105	14103	2831	1	1	1	55
58007	34039	0.291827	17074	14063	2902	1	1	1	55
58008	34039	0.29143	17098	14042	2899	1	1	1	55
58009	34039	0.292987	16993	14146	2900	1	1	1	55
58010	34039	0.293663	16930	14226	2883	1	1	1	55
58011	34039	0.290387	17183	13943	2913	1	1	1	55
58012	34039	0.291225	17107	14038	2894	1	1	1	55
58013	34039	0.288581	17174	14084	2781	1	1	1	55
58014	34039	0.288375	17193	14060	2786	1	1	1	55
58015	34039	0.289242	17207	13973	2859	1	1	1	55
58016	34039	0.287538	17306	13891	2842	1	1	1	55
58000	34039	0.160434	23992	9172	875	1	1	1	56
58001	34039	0.160771	23960	9213	866	1	1	1	56
58002	17520	0.178282	12111	4571	838	0.5	0.5	1	56
58003	17688	0.201634	11596	5051	1041	0.5	0.5	1	56
58004	17713	0.23271	10834	5514	1365	0.5	0.5	1	56
58005	17952	0.27334	10023	6044	1885	0.5	0.5	1	56
58006	34039	0.272863	17971	13560	2508	1	1	1	56
58007	34039	0.275669	17874	13563	2602	1	1	1	56
58008	34039	0.275243	17930	13480	2629	1	1	1	56
58009	34039	0.275919	17864	13566	2609	1	1	1	56
58010	34039	0.277828	17695	13774	2570	1	1	1	56
58011	34039	0.278254	17761	13613	2665	1	1	1	56
58012	34039	0.277784	17758	13651	2630	1	1	1	56
58013	34039	0.280237	17599	13802	2638	1	1	1	56
58014	34039	0.279165	17649	13775	2615	1	1	1	56
58015	34039	0.278607	17790	13531	2718	1	1	1	56
58016	34039	0.278313	17679	13773	2587	1	1	1	56
58000	34039	0.160434	23992	9172	875	1	1	1	58
58001	34039	0.161447	23928	9231	880	1	1	1	58
58002	17503	0.18374	11972	4630	901	0.5	0.5	1	58
58003	17743	0.209688	11460	5125	1158	0.5	0.5	1	58
58004	17856	0.240703	10783	5550	1523	0.5	0.5	1	58
58005	18118	0.280936	9885	6286	1947	0.5	0.5	1	58
58006	34039	0.28059	17587	13802	2650	1	1	1	58
58007	34039	0.28037	17656	13679	2704	1	1	1	58
58008	34039	0.278548	17669	13777	2593	1	1	1	58
