Generation	Ne	Frequency	Replicate
58015	34039	0.161315	63
58016	34039	0.160316	63
58000	34039	0.160434	64
58001	34039	0.161579	64
58002	9786	0.165032	64
58003	26879	0.162301	64
58004	30642	0.161037	64
58005	32072	0.160062	64
58006	34039	0.160081	64
58007	34039	0.15779	64
58008	34039	0.155895	64
58009	34039	0.155689	64
58010	34039	0.157834	64
58011	34039	0.155439	64
58012	34039	0.156012	64
58013	34039	0.156629	64
58014	34039	0.156262	64
58015	34039	0.156188	64
58016	34039	0.158274	64
58000	34039	0.160434	65
58001	34039	0.161932	65
58002	9749	0.166171	65
58003	26844	0.166425	65
58004	30708	0.169304	65
58005	32003	0.170031	65
58006	34039	0.169658	65
58007	34039	0.169688	65
58008	34039	0.168733	65
58009	34039	0.169761	65
58010	34039	0.171127	65
58011	34039	0.169335	65
58012	34039	0.168748	65
58013	34039	0.16838	65
58014	34039	0.166985	65
58015	34039	0.16581	65
58016	34039	0.165663	65
58000	34039	0.160434	66
58001	34039	0.160536	66
58002	9814	0.156511	66
58003	26938	0.156396	66
58004	30639	0.155194	66
58005	31939	0.155813	66
58006	34039	0.154073	66
58007	34039	0.152766	66
58008	34039	0.152678	66
58009	34039	0.152046	66
58010	34039	0.150768	66
58011	34039	0.153089	66
58012	34039	0.153016	66
58013	34039	0.153207	66
58014	34039	0.151047	66
58015	34039	0.15209	66
58016	34039	0.152898	66
58000	34039	0.160434	67
58001	34039	0.160331	67
58002	9827	0.157932	67
58003	26947	0.159498	67
58004	30540	0.157302	67
58005	31934	0.158561	67
58006	34039	0.158392	67
58007	34039	0.160037	67
58008	34039	0.160066	67
58009	34039	0.158686	67
58010	34039	0.155998	67
58011	34039	0.154455	67
58012	34039	0.154264	67
58013	34039	0.152648	67
58014	34039	0.153118	67
58015	34039	0.154161	67
58016	34039	0.15516	67
58000	34039	0.160434	68
58001	34039	0.161873	68
58002	9728	0.164474	68
58003	26861	0.163471	68
58004	30627	0.164855	68
58005	32007	0.16412	68
58006	34039	0.163753	68
58007	34039	0.162843	68
58008	34039	0.163283	68
58009	34039	0.161565	68
58010	34039	0.1618	68
58011	34039	0.158583	68
58012	34039	0.158083	68
58013	34039	0.158877	68
58014	34039	0.158774	68
58015	34039	0.155645	68
58016	34039	0.153794	68
58000	34039	0.160434	69
58001	34039	0.160889	69
58002	10056	0.160203	69
58003	26958	0.157931	69
58004	30696	0.157431	69
58005	31883	0.158972	69
58006	34039	0.157364	69
58007	34039	0.156805	69
58008	34039	0.158642	69
58009	34039	0.157951	69
58010	34039	0.156659	69
58011	34039	0.159361	69
58012	34039	0.159435	69
58013	34039	0.159831	69
58014	34039	0.159684	69
58015	34039	0.160845	69
58016	34039	0.158289	69
58000	34039	0.160434	70
58001	34039	0.163313	70
58002	10013	0.166534	70
58003	26864	0.166971	70
58004	30613	0.164424	70
58005	31991	0.164515	70
58006	34039	0.163401	70
58007	34039	0.165252	70
58008	34039	0.161932	70
58009	34039	0.16133	70
58010	34039	0.161139	70
58011	34039	0.16343	70
58012	34039	0.161976	70
58013	34039	0.159729	70
58014	34039	0.159802	70
58015	34039	0.157555	70
58016	34039	0.157129	70
58000	34039	0.160434	71
58001	34039	0.160948	71
58002	9629	0.166788	71
58003	26823	0.166555	71
58004	30659	0.167569	71
58005	31984	0.165661	71
58006	34039	0.166206	71
58007	34039	0.16321	71
58008	34039	0.16343	71
58009	34039	0.160874	71
58010	34039	0.160904	71
58011	34039	0.163445	71
58012	34039	0.164312	71
58013	34039	0.163636	71
58014	34039	0.163342	71
58015	34039	0.165575	71
58016	34039	0.165354	71
58000	34039	0.160434	72
58001	34039	0.159097	72
58002	9923	0.157362	72
58003	26973	0.155619	72
58004	30657	0.158887	72
58005	32013	0.159841	72
58006	34039	0.160272	72
58007	34039	0.159831	72
58008	34039	0.163518	72
58009	34039	0.161006	72
58010	34039	0.160169	72
58011	34039	0.159582	72
58012	34039	0.159214	72
58013	34039	0.159303	72
58014	34039	0.160904	72
58015	34039	0.162446	72
58016	34039	0.161344	72
58000	34039	0.160434	73
58001	34039	0.160213	73
58002	9955	0.159719	73
58003	26931	0.159537	73
58004	30703	0.156565	73
58005	31972	0.153541	73
58006	34039	0.15422	73
58007	34039	0.153192	73
58008	34039	0.153956	73
58009	34039	0.154205	73
58010	34039	0.153853	73
58011	34039	0.152986	73
58012	34039	0.154338	73
58013	34039	0.154749	73
58014	34039	0.151679	73
58015	34039	0.150504	73
58016	34039	0.149211	73
58000	34039	0.160434	74
58001	34039	0.1592	74
58002	9851	0.15303	74
58003	26931	0.150366	74
58004	30698	0.150922	74
58005	32047	0.149577	74
58006	34039	0.14927	74
58007	34039	0.149094	74
58008	34039	0.15303	74
58009	34039	0.152428	74
58010	34039	0.151576	74
58011	34039	0.152692	74
58012	34039	0.154029	74
58013	34039	0.153838	74
58014	34039	0.154764	74
58015	34039	0.153926	74
58016	34039	0.153412	74
58000	34039	0.160434	75
58001	34039	0.159141	75
58002	9883	0.160629	75
58003	26939	0.159694	75
58004	30536	0.160253	75
58005	32016	0.162216	75
58006	34039	0.164693	75
58007	34039	0.165413	75
58008	34039	0.16769	75
58009	34039	0.167205	75
58010	34039	0.168336	75
58011	34039	0.166456	75
58012	34039	0.164782	75
58013	34039	0.164091	75
58014	34039	0.163988	75
58015	34039	0.164811	75
58016	34039	0.164547	75
58000	34039	0.160434	76
58001	34039	0.160243	76
58002	9949	0.154639	76
58003	26970	0.15343	76
58004	30575	0.152756	76
58005	32004	0.152465	76
58006	34039	0.154734	76
58007	34039	0.152076	76
58008	34039	0.152193	76
58009	34039	0.152384	76
58010	34039	0.152428	76
58011	34039	0.151576	76
58012	34039	0.152178	76
58013	34039	0.151018	76
58014	34039	0.152384	76
58015	34039	0.152619	76
58016	34039	0.153941	76
58000	34039	0.160434	77
58001	34039	0.157393	77
58002	9764	0.155623	77
58003	27016	0.157425	77
58004	30674	0.15844	77
58005	31967	0.157897	77
58006	34039	0.155851	77
58007	34039	0.152472	77
58008	34039	0.152384	77
58009	34039	0.152883	77
58010	34039	0.153544	77
58011	34039	0.153471	77
58012	34039	0.152766	77
58013	34039	0.150239	77
58014	34039	0.149872	77
58015	34039	0.15137	77
58016	34039	0.153163	77
58000	34039	0.160434	78
58001	34039	0.160522	78
58002	9870	0.161297	78
58003	26901	0.161444	78
58004	30697	0.160635	78
58005	31973	0.15854	78
58006	34039	0.159567	78
58007	34039	0.157643	78
58008	34039	0.155851	78
58009	34039	0.15776	78
58010	34039	0.157173	78
58011	34039	0.160962	78
58012	34039	0.162138	78
58013	34039	0.163445	78
58014	34039	0.162329	78
58015	34039	0.161212	78
58016	34039	0.165487	78
58000	34039	0.160434	79
58001	34039	0.160801	79
58002	9865	0.163203	79
58003	26988	0.162276	79
58004	30711	0.161978	79
58005	32002	0.163068	79
58006	34039	0.163621	79
58007	34039	0.16368	79
58008	34039	0.163841	79
58009	34039	0.164473	79
58010	34039	0.165678	79
58011	34039	0.16581	79
58012	34039	0.165017	79
58013	34039	0.163606	79
58014	34039	0.163269	79
58015	34039	0.164826	79
58016	34039	0.167514	79
58000	34039	0.160434	80
58001	34039	0.158524	80
58002	9994	0.162347	80
58003	27009	0.163631	80
58004	30684	0.163815	80
58005	31982	0.164546	80
58006	34039	0.164282	80
58007	34039	0.166001	80
58008	34039	0.166427	80
58009	34039	0.16606	80
58010	34039	0.16697	80
58011	34039	0.167896	80
58012	34039	0.169423	80
58013	34039	0.170114	80
58014	34039	0.170452	80
58015	34039	0.170466	80
58016	34039	0.16932	80
58000	34039	0.160434	81
58001	34039	0.159449	81
58002	9900	0.160657	81
58003	26821	0.163808	81
58004	30629	0.163391	81
58005	31982	0.162513	81
58006	34039	0.163621	81
58007	34039	0.164179	81
58008	34039	0.163474	81
58009	34039	0.163151	81
58010	34039	0.163871	81
58011	34039	0.164708	81
58012	34039	0.164605	81
58013	34039	0.165824	81
58014	34039	0.165399	81
58015	34039	0.162754	81
58016	34039	0.164282	81
58000	34039	0.160434	82
58001	34039	0.161932	82
58002	9635	0.167151	82
58003	26839	0.167499	82
58004	30613	0.167723	82
58005	32056	0.166022	82
58006	34039	0.16675	82
58007	34039	0.166471	82
58008	34039	0.163636	82
58009	34039	0.162475	82
58010	34039	0.163327	82
58011	34039	0.16437	82
58012	34039	0.165692	82
58013	34039	0.16722	82
58014	34039	0.166735	82
58015	34039	0.166074	82
58016	34039	0.164282	82
58000	34039	0.160434	83
58001	34039	0.159846	83
58002	9752	0.154635	83
58003	26985	0.155994	83
58004	30613	0.155555	83
58005	31908	0.152626	83
58006	34039	0.150621	83
58007	34039	0.149167	83
58008	34039	0.148506	83
58009	34039	0.14811	83
58010	34039	0.151708	83
58011	34039	0.152898	83
58012	34039	0.151973	83
58013	34039	0.150225	83
58014	34039	0.149681	83
58015	34039	0.149358	83
58016	34039	0.150871	83
58000	34039	0.160434	84
58001	34039	0.159934	84
58002	9904	0.163671	84
58003	26940	0.161656	84
58004	30723	0.159734	84
58005	32005	0.156772	84
58006	34039	0.157628	84
58007	34039	0.156394	84
58008	34039	0.155909	84
58009	34039	0.154205	84
58010	34039	0.152678	84
58011	34039	0.15541	84
58012	34039	0.154352	84
58013	34039	0.152707	84
58014	34039	0.152604	84
58015	34039	0.153398	84
58016	34039	0.15306	84
58000	34039	0.160434	85
58001	34039	0.159273	85
58002	9892	0.158866	85
58003	26926	0.159251	85
58004	30566	0.15828	85
58005	31976	0.160167	85
58006	34039	0.161844	85
58007	34039	0.161565	85
58008	34039	0.161829	85
58009	34039	0.161873	85
58010	34039	0.162152	85
58011	34039	0.163195	85
58012	34039	0.161829	85
58013	34039	0.161594	85
58014	34039	0.161682	85
58015	34039	0.162049	85
58016	34039	0.161947	85
58000	34039	0.160434	86
58001	34039	0.161976	86
58002	9899	0.160521	86
58003	26910	0.159495	86
58004	30651	0.158233	86
58005	32019	0.157032	86
58006	34039	0.157599	86
58007	34039	0.155513	86
58008	34039	0.15472	86
58009	34039	0.154558	86
58010	34039	0.156174	86
58011	34039	0.156365	86
58012	34039	0.155542	86
58013	34039	0.156497	86
58014	34039	0.156805	86
58015	34039	0.155131	86
58016	34039	0.155527	86
58000	34039	0.160434	87
58001	34039	0.16011	87
58002	9858	0.160935	87
58003	26931	0.160336	87
58004	30667	0.15965	87
58005	32110	0.158564	87
58006	34039	0.159361	87
58007	34039	0.157511	87
58008	34039	0.156879	87
58009	34039	0.157055	87
58010	34039	0.157158	87
58011	34039	0.157408	87
58012	34039	0.159861	87
58013	34039	0.158935	87
58014	34039	0.157525	87
58015	34039	0.156424	87
58016	34039	0.155322	87
58000	34039	0.160434	88
58001	34039	0.159185	88
58002	9732	0.160347	88
58003	26927	0.161269	88
58004	30602	0.160855	88
58005	32023	0.161759	88
58006	34039	0.165031	88
58007	34039	0.165634	88
58008	34039	0.165119	88
58009	34039	0.165619	88
58010	34039	0.165516	88
58011	34039	0.165589	88
58012	34039	0.163665	88
58013	34039	0.161726	88
58014	34039	0.162622	88
58015	34039	0.161785	88
58016	34039	0.16155	88
58000	34039	0.160434	89
58001	34039	0.160742	89
58002	9711	0.159922	89
58003	27016	0.161182	89
58004	30621	0.160658	89
58005	31993	0.161645	89
58006	34039	0.161697	89
58007	34039	0.163783	89
58008	34039	0.163856	89
58009	34039	0.158069	89
58010	34039	0.160331	89
58011	34039	0.156512	89
58012	34039	0.157922	89
58013	34039	0.158656	89
58014	34039	0.15801	89
58015	34039	0.158069	89
58016	34039	0.159038	89
58000	34039	0.160434	90
58001	34039	0.160228	90
58002	9827	0.159917	90
58003	26984	0.160039	90
58004	30606	0.159299	90
58005	31992	0.159196	90
58006	34039	0.158436	90
58007	34039	0.159729	90
58008	34039	0.160301	90
58009	34039	0.159288	90
58010	34039	0.159141	90
58011	34039	0.159582	90
58012	34039	0.159699	90
58013	34039	0.156761	90
58014	34039	0.15779	90
58015	34039	0.15895	90
58016	34039	0.159185	90
58000	34039	0.160434	91
58001	34039	0.160669	91
58002	9796	0.158228	91
58003	26973	0.159196	91
58004	30565	0.160249	91
58005	31992	0.158837	91
58006	34039	0.158965	91
58007	34039	0.158304	91
58008	34039	0.159699	91
58009	34039	0.161903	91
58010	34039	0.162769	91
58011	34039	0.163107	91
58012	34039	0.162622	91
58013	34039	0.159068	91
58014	34039	0.158451	91
58015	34039	0.159361	91
58016	34039	0.1613	91
58000	34039	0.160434	92
58001	34039	0.159332	92
58002	9839	0.157435	92
58003	26900	0.159405	92
58004	30614	0.161821	92
58005	32008	0.162631	92
58006	34039	0.163122	92
58007	34039	0.162182	92
58008	34039	0.160713	92
58009	34039	0.160184	92
58010	34039	0.161374	92
58011	34039	0.163827	92
58012	34039	0.164591	92
58013	34039	0.163357	92
58014	34039	0.162593	92
58015	34039	0.162931	92
58016	34039	0.162182	92
58000	34039	0.160434	93
58001	34039	0.159817	93
58002	9863	0.1569	93
58003	27031	0.159964	93
58004	30640	0.159204	93
58005	31996	0.159082	93
58006	34039	0.161315	93
58007	34039	0.161374	93
58008	34039	0.161227	93
58009	34039	0.16036	93
58010	34039	0.159523	93
58011	34039	0.15967	93
58012	34039	0.159978	93
58013	34039	0.160845	93
58014	34039	0.161051	93
58015	34039	0.157158	93
58016	34039	0.158245	93
58000	34039	0.160434	94
58001	34039	0.161227	94
58002	9831	0.16275	94
58003	26954	0.163	94
58004	30644	0.162919	94
58005	31970	0.164748	94
58006	34039	0.167117	94
58007	34039	0.165266	94
58008	34039	0.1665	94
58009	34039	0.166985	94
58010	34039	0.166823	94
58011	34039	0.167631	94
58012	34039	0.165634	94
58013	34039	0.166897	94
58014	34039	0.166823	94
58015	34039	0.170084	94
58016	34039	0.170407	94
58000	34039	0.160434	95
58001	34039	0.160874	95
58002	9878	0.162229	95
58003	26890	0.160599	95
58004	30602	0.160692	95
58005	32078	0.159346	95
58006	34039	0.158906	95
58007	34039	0.158509	95
58008	34039	0.157922	95
58009	34039	0.160654	95
58010	34039	0.160551	95
58011	34039	0.159449	95
58012	34039	0.158583	95
58013	34039	0.158069	95
58014	34039	0.157555	95
58015	34039	0.157334	95
58016	34039	0.156849	95
58000	34039	0.160434	96
58001	34039	0.162431	96
58002	9921	0.164752	96
58003	26928	0.16559	96
58004	30756	0.164131	96
58005	31965	0.162381	96
58006	34039	0.161065	96
58007	34039	0.16083	96
58008	34039	0.161344	96
58009	34039	0.162564	96
58010	34039	0.162402	96
58011	34039	0.161242	96
58012	34039	0.160022	96
58013	34039	0.159626	96
58014	34039	0.159361	96
58015	34039	0.157202	96
58016	34039	0.158833	96
58000	34039	0.160434	97
58001	34039	0.161153	97
58002	9837	0.161736	97
58003	26934	0.161097	97
58004	30600	0.157745	97
58005	31991	0.158107	97
58006	34039	0.15848	97
58007	34039	0.157173	97
58008	34039	0.158333	97
58009	34039	0.158142	97
58010	34039	0.157129	97
58011	34039	0.156659	97
58012	34039	0.158348	97
58013	34039	0.156541	97
58014	34039	0.157173	97
58015	34039	0.156277	97
58016	34039	0.15823	97
58000	34039	0.160434	98
58001	34039	0.161242	98
58002	9794	0.156933	98
58003	26852	0.15902	98
58004	30634	0.159969	98
58005	32020	0.160181	98
58006	34039	0.162505	98
58007	34039	0.162872	98
58008	34039	0.16202	98
58009	34039	0.159596	98
58010	34039	0.156982	98
58011	34039	0.159817	98
58012	34039	0.159405	98
58013	34039	0.157599	98
58014	34039	0.157334	98
58015	34039	0.158656	98
58016	34039	0.160683	98
58000	34039	0.160434	99
58001	34039	0.162299	99
58002	9827	0.160273	99
58003	26810	0.161003	99
58004	30605	0.162408	99
58005	31986	0.162852	99
58006	34039	0.165325	99
58007	34039	0.165384	99
58008	34039	0.164047	99
58009	34039	0.163944	99
58010	34039	0.164591	99
58011	34039	0.166456	99
58012	34039	0.167558	99
58013	34039	0.167058	99
58014	34039	0.1691	99
58015	34039	0.169805	99
58016	34039	0.168586	99
58000	34039	0.160434	100
58001	34039	0.160581	100
58002	9864	0.153792	100
58003	26911	0.15516	100
58004	30724	0.155351	100
58005	32022	0.155955	100
58006	34039	0.155645	100
58007	34039	0.155807	100
58008	34039	0.157657	100
58009	34039	0.15472	100
58010	34039	0.155381	100
58011	34039	0.154822	100
58012	34039	0.153016	100
58013	34039	0.154529	100
58014	34039	0.15422	100
58015	34039	0.153251	100
58016	34039	0.153838	100
