Generation	Ne	Frequency	WT	HET	HOM	Replicate
58007	34039	0.278225	17745	13647	2647	38
58008	34039	0.279679	17703	13632	2704	38
58009	34039	0.276315	17796	13675	2568	38
58010	34039	0.277593	17817	13546	2676	38
58011	34039	0.277637	17753	13671	2615	38
58012	34039	0.278063	17775	13598	2666	38
58013	34039	0.276844	17777	13677	2585	38
58014	34039	0.27683	17809	13614	2616	38
58015	34039	0.276448	17764	13730	2545	38
58016	34039	0.275184	17841	13662	2536	38
58000	34039	0.160434	23992	9172	875	39
58001	34039	0.160492	23946	9260	833	39
58002	17544	0.177525	11835	5189	520	39
58003	17637	0.203436	11159	5780	698	39
58004	17928	0.235023	10515	6399	1014	39
58005	18103	0.274402	9563	7145	1395	39
58006	34039	0.271865	18065	13440	2534	39
58007	34039	0.272526	18009	13507	2523	39
58008	34039	0.268883	18182	13409	2448	39
58009	34039	0.269177	18135	13483	2421	39
58010	34039	0.26972	18125	13466	2448	39
58011	34039	0.27163	18071	13444	2524	39
58012	34039	0.270866	18179	13280	2580	39
58013	34039	0.273157	17977	13528	2534	39
58014	34039	0.272349	18032	13473	2534	39
58015	34039	0.27326	18010	13455	2574	39
58016	34039	0.27398	18029	13368	2642	39
58000	34039	0.160434	23992	9172	875	40
58001	34039	0.158054	24153	9012	874	40
58002	17349	0.177388	11739	5065	545	40
58003	17615	0.200795	11249	5658	708	40
58004	17775	0.229845	10557	6265	953	40
58005	18000	0.268333	9649	7042	1309	40
58006	34039	0.263272	18485	13185	2369	40
58007	34039	0.261612	18548	13172	2319	40
58008	34039	0.260701	18628	13074	2337	40
58009	34039	0.260701	18605	13120	2314	40
58010	34039	0.260216	18643	13077	2319	40
58011	34039	0.261759	18526	13206	2307	40
58012	34039	0.259291	18687	13052	2300	40
58013	34039	0.260848	18613	13094	2332	40
58014	34039	0.263227	18417	13324	2298	40
58015	34039	0.262493	18537	13134	2368	40
58016	34039	0.266077	18333	13298	2408	40
58000	34039	0.160434	23992	9172	875	41
58001	34039	0.160287	23999	9168	872	41
58002	17473	0.180021	11718	5219	536	41
58003	17497	0.203778	11118	5627	752	41
58004	17726	0.233132	10395	6397	934	41
58005	17946	0.269224	9606	7017	1323	41
58006	34039	0.270748	18124	13398	2517	41
58007	34039	0.269177	18167	13419	2453	41
58008	34039	0.268736	18143	13497	2399	41
58009	34039	0.266444	18397	13145	2497	41
58010	34039	0.263918	18507	13097	2435	41
58011	34039	0.263888	18447	13219	2373	41
58012	34039	0.265754	18359	13268	2412	41
58013	34039	0.26474	18365	13325	2349	41
58014	34039	0.26596	18341	13290	2408	41
58015	34039	0.268648	18243	13303	2493	41
58016	34039	0.269852	18131	13445	2463	41
58000	34039	0.160434	23992	9172	875	42
58001	34039	0.160566	23964	9219	856	42
58002	17426	0.183949	11608	5225	593	42
58003	17589	0.213514	10893	5881	815	42
58004	17890	0.243879	10267	6520	1103	42
58005	17898	0.288105	9081	7321	1496	42
58006	34039	0.286275	17329	13931	2779	42
58007	34039	0.28529	17370	13916	2753	42
58008	34039	0.286142	17318	13962	2759	42
58009	34039	0.285364	17362	13927	2750	42
58010	34039	0.287538	17327	13849	2863	42
58011	34039	0.287685	17347	13799	2893	42
58012	34039	0.286231	17335	13922	2782	42
58013	34039	0.28482	17444	13800	2795	42
58014	34039	0.285614	17434	13766	2839	42
58015	34039	0.284982	17343	13991	2705	42
58016	34039	0.285055	17447	13778	2814	42
58000	34039	0.160434	23992	9172	875	43
58001	34039	0.162093	23869	9305	865	43
58002	17333	0.176311	11755	5044	534	43
58003	17384	0.201536	11066	5629	689	43
58004	17757	0.229937	10549	6250	958	43
58005	18004	0.270523	9558	7151	1295	43
58006	34039	0.272158	18080	13390	2569	43
58007	34039	0.270792	18208	13227	2604	43
58008	34039	0.269514	18121	13488	2430	43
58009	34039	0.268736	18199	13385	2455	43
58010	34039	0.268648	18203	13383	2453	43
58011	34039	0.270043	18214	13266	2559	43
58012	34039	0.270484	18140	13384	2515	43
58013	34039	0.270175	18108	13469	2462	43
58014	34039	0.27088	18062	13513	2464	43
58015	34039	0.269118	18216	13325	2498	43
58016	34039	0.273025	18015	13461	2563	43
58000	34039	0.160434	23992	9172	875	44
58001	34039	0.160566	23965	9217	857	44
58002	17397	0.179686	11709	5124	564	44
58003	17571	0.208782	10996	5813	762	44
58004	17606	0.2429	10089	6481	1036	44
58005	17981	0.284467	9220	7292	1469	44
58006	34039	0.286421	17342	13895	2802	44
58007	34039	0.283425	17429	13925	2685	44
58008	34039	0.282015	17502	13875	2662	44
58009	34039	0.284218	17472	13785	2782	44
58010	34039	0.279312	17690	13683	2666	44
58011	34039	0.280972	17593	13764	2682	44
58012	34039	0.280002	17674	13668	2697	44
58013	34039	0.277109	17795	13623	2621	44
58014	34039	0.273524	17944	13569	2526	44
58015	34039	0.27395	17950	13528	2561	44
58016	34039	0.273554	18065	13325	2649	44
58000	34039	0.160434	23992	9172	875	45
58001	34039	0.160096	24040	9099	900	45
58002	17394	0.182649	11620	5194	580	45
58003	17493	0.204682	11089	5647	757	45
58004	17834	0.235645	10441	6381	1012	45
58005	17929	0.274053	9449	7133	1347	45
58006	34039	0.272188	18040	13468	2531	45
58007	34039	0.271909	18077	13413	2549	45
58008	34039	0.273392	17996	13474	2569	45
58009	34039	0.271351	18016	13573	2450	45
58010	34039	0.271468	18073	13451	2515	45
58011	34039	0.268383	18252	13303	2484	45
58012	34039	0.268516	18278	13242	2519	45
58013	34039	0.269426	18164	13408	2467	45
58014	34039	0.26665	18345	13235	2459	45
58015	34039	0.265563	18385	13229	2425	45
58016	34039	0.265357	18411	13191	2437	45
58000	34039	0.160434	23992	9172	875	46
58001	34039	0.161006	23991	9135	913	46
58002	17476	0.185254	11632	5213	631	46
58003	17584	0.221053	10688	6018	878	46
58004	17666	0.257698	9772	6683	1211	46
58005	18173	0.308755	8687	7750	1736	46
58006	34039	0.309248	16140	14745	3154	46
58007	34039	0.311731	16103	14650	3286	46
58008	34039	0.308749	16217	14625	3197	46
58009	34039	0.308543	16227	14619	3193	46
58010	34039	0.309601	16277	14447	3315	46
58011	34039	0.310085	16127	14714	3198	46
58012	34039	0.313009	15975	14819	3245	46
58013	34039	0.314404	15972	14730	3337	46
58014	34039	0.317665	15874	14704	3461	46
58015	34039	0.315462	15937	14728	3374	46
58016	34039	0.313508	16085	14565	3389	46
58000	34039	0.160434	23992	9172	875	47
58001	34039	0.161477	23905	9275	859	47
58002	17404	0.182487	11636	5184	584	47
58003	17576	0.209177	11000	5799	777	47
58004	17710	0.237662	10258	6486	966	47
58005	18119	0.27852	9443	7259	1417	47
58006	34039	0.278533	17760	13596	2683	47
58007	34039	0.277858	17789	13584	2666	47
58008	34039	0.278005	17794	13564	2681	47
58009	34039	0.279591	17721	13602	2716	47
58010	34039	0.279562	17719	13608	2712	47
58011	34039	0.278431	17703	13717	2619	47
58012	34039	0.27633	17835	13596	2608	47
58013	34039	0.274626	17882	13618	2539	47
58014	34039	0.276859	17853	13524	2662	47
58015	34039	0.278372	17703	13721	2615	47
58016	34039	0.276536	17819	13614	2606	47
58000	34039	0.160434	23992	9172	875	48
58001	34039	0.159376	24083	9062	894	48
58002	17460	0.179553	11755	5140	565	48
58003	17503	0.205108	11049	5728	726	48
58004	17759	0.234839	10439	6299	1021	48
58005	17945	0.276484	9358	7251	1336	48
58006	34039	0.274244	17948	13512	2579	48
58007	34039	0.27539	17909	13512	2618	48
58008	34039	0.272305	18030	13480	2529	48
58009	34039	0.274406	17903	13591	2545	48
58010	34039	0.272952	17980	13536	2523	48
58011	34039	0.272056	18020	13517	2502	48
58012	34039	0.272834	18022	13460	2557	48
58013	34039	0.273054	17928	13633	2478	48
58014	34039	0.275581	17772	13773	2494	48
58015	34039	0.276712	17843	13554	2642	48
58016	34039	0.276036	17814	13658	2567	48
58000	34039	0.160434	23992	9172	875	49
58001	34039	0.160375	24003	9154	882	49
58002	17479	0.183048	11661	5237	581	49
58003	17522	0.206455	11070	5669	783	49
58004	17685	0.244133	10109	6517	1059	49
58005	17947	0.286705	9141	7321	1485	49
58006	34039	0.286789	17344	13866	2829	49
58007	34039	0.288302	17191	14069	2779	49
58008	34039	0.289932	17156	14028	2855	49
58009	34039	0.290476	17100	14103	2836	49
58010	34039	0.292958	17041	14052	2946	49
58011	34039	0.291284	17040	14168	2831	49
58012	34039	0.28861	17208	14014	2817	49
58013	34039	0.291151	17165	13927	2947	49
58014	34039	0.291284	17158	13932	2949	49
58015	34039	0.291386	17048	14145	2846	49
58016	34039	0.293604	16987	14116	2936	49
58000	34039	0.160434	23992	9172	875	50
58001	34039	0.15635	24233	8968	838	50
58002	17300	0.178092	11675	5088	537	50
58003	17528	0.200451	11244	5541	743	50
58004	17612	0.236288	10292	6317	1003	50
58005	17971	0.274553	9447	7180	1344	50
58006	34039	0.273363	17942	13584	2513	50
58007	34039	0.274009	17957	13510	2572	50
58008	34039	0.274465	17903	13587	2549	50
58009	34039	0.274685	17892	13594	2553	50
58010	34039	0.275698	17819	13671	2549	50
58011	34039	0.276345	17908	13449	2682	50
58012	34039	0.277432	17750	13691	2598	50
58013	34039	0.278504	17714	13690	2635	50
58014	34039	0.276051	17838	13609	2592	50
58015	34039	0.27658	17797	13655	2587	50
58016	34039	0.275537	17772	13776	2491	50
58000	34039	0.160434	23992	9172	875	51
58001	34039	0.163371	23820	9316	903	51
58002	17390	0.186803	11522	5239	629	51
58003	17619	0.21403	10890	5916	813	51
58004	17801	0.244733	10139	6611	1051	51
58005	18095	0.292125	9036	7546	1513	51
58006	34039	0.291474	17064	14107	2868	51
58007	34039	0.288316	17275	13900	2864	51
58008	34039	0.292517	16998	14168	2873	51
58009	34039	0.291004	17082	14103	2854	51
58010	34039	0.289594	17161	14041	2837	51
58011	34039	0.288977	17238	13929	2872	51
58012	34039	0.288507	17255	13927	2857	51
58013	34039	0.292899	17019	14100	2920	51
58014	34039	0.291989	17095	14010	2934	51
58015	34039	0.294236	16916	14215	2908	51
58016	34039	0.294354	16978	14083	2978	51
58000	34039	0.160434	23992	9172	875	52
58001	34039	0.159449	24078	9067	894	52
58002	17603	0.178549	11890	5140	573	52
58003	17653	0.203988	11173	5758	722	52
58004	17667	0.235099	10338	6351	978	52
58005	17803	0.279588	9203	7245	1355	52
58006	34039	0.27962	17723	13596	2720	52
58007	34039	0.279929	17617	13787	2635	52
58008	34039	0.278592	17764	13584	2691	52
58009	34039	0.279092	17699	13680	2660	52
58010	34039	0.276771	17778	13680	2581	52
58011	34039	0.278724	17685	13733	2621	52
58012	34039	0.280032	17646	13722	2671	52
58013	34039	0.281133	17574	13791	2674	52
58014	34039	0.278504	17741	13636	2662	52
58015	34039	0.281001	17596	13756	2687	52
58016	34039	0.282426	17514	13823	2702	52
58000	34039	0.160434	23992	9172	875	53
58001	34039	0.16086	23915	9297	827	53
58002	17426	0.179531	11735	5125	566	53
58003	17624	0.207189	11066	5813	745	53
58004	17682	0.240329	10210	6445	1027	53
58005	17943	0.278772	9291	7300	1352	53
58006	34039	0.28034	17661	13671	2707	53
58007	34039	0.279136	17606	13863	2570	53
58008	34039	0.280179	17641	13722	2676	53
58009	34039	0.279268	17652	13762	2625	53
58010	34039	0.280399	17582	13825	2632	53
58011	34039	0.280149	17650	13706	2683	53
58012	34039	0.282852	17510	13802	2727	53
58013	34039	0.283983	17400	13945	2694	53
58014	34039	0.282132	17516	13839	2684	53
58015	34039	0.282397	17532	13789	2718	53
58016	34039	0.283307	17487	13817	2735	53
58000	34039	0.160434	23992	9172	875	54
58001	34039	0.157834	24160	9013	866	54
58002	17356	0.18158	11628	5153	575	54
58003	17578	0.205513	11051	5829	698	54
58004	17790	0.237858	10325	6467	998	54
58005	18050	0.278698	9374	7291	1385	54
58006	34039	0.278651	17676	13756	2607	54
58007	34039	0.27893	17709	13671	2659	54
58008	34039	0.281648	17556	13792	2691	54
58009	34039	0.280355	17621	13750	2668	54
58010	34039	0.280502	17662	13658	2719	54
58011	34039	0.27965	17699	13642	2698	54
58012	34039	0.279767	17618	13796	2625	54
58013	34039	0.278666	17729	13649	2661	54
58014	34039	0.283337	17427	13935	2677	54
58015	34039	0.281339	17590	13745	2704	54
58016	34039	0.283836	17419	13917	2703	54
58000	34039	0.160434	23992	9172	875	55
58001	34039	0.160331	24027	9109	903	55
58002	17557	0.182406	11733	5243	581	55
58003	17701	0.208491	11109	5803	789	55
58004	17759	0.24382	10185	6488	1086	55
58005	17999	0.293516	9003	7426	1570	55
58006	34039	0.293178	17008	14103	2928	55
58007	34039	0.291783	17054	14106	2879	55
58008	34039	0.292033	17067	14063	2909	55
58009	34039	0.290916	17049	14175	2815	55
58010	34039	0.291225	17027	14198	2814	55
58011	34039	0.290872	17160	13956	2923	55
58012	34039	0.291886	17075	14057	2907	55
58013	34039	0.291783	17026	14162	2851	55
58014	34039	0.29334	17013	14082	2944	55
58015	34039	0.29666	16866	14150	3023	55
58016	34039	0.295734	16885	14175	2979	55
58000	34039	0.160434	23992	9172	875	56
58001	34039	0.160463	23984	9186	869	56
58002	17520	0.181507	11735	5210	575	56
58003	17688	0.206298	11143	5792	753	56
58004	17713	0.238977	10251	6458	1004	56
58005	17952	0.278493	9300	7305	1347	56
58006	34039	0.282235	17505	13854	2680	56
58007	34039	0.278254	17775	13585	2679	56
58008	34039	0.278813	17722	13653	2664	56
58009	34039	0.276286	17910	13449	2680	56
58010	34039	0.276286	17848	13573	2618	56
58011	34039	0.277314	17754	13691	2594	56
58012	34039	0.274891	17874	13616	2549	56
58013	34039	0.277344	17753	13691	2595	56
58014	34039	0.278034	17756	13638	2645	56
58015	34039	0.279767	17666	13700	2673	56
58016	34039	0.280561	17621	13736	2682	56
58000	34039	0.160434	23992	9172	875	57
58001	34039	0.157672	24195	8954	890	57
58002	17504	0.178102	11817	5139	548	57
58003	17760	0.201126	11335	5706	719	57
58004	17731	0.232079	10416	6400	915	57
58005	18117	0.269609	9683	7099	1335	57
58006	34039	0.269793	18191	13329	2519	57
58007	34039	0.270425	18126	13416	2497	57
58008	34039	0.269984	18178	13342	2519	57
58009	34039	0.267032	18319	13261	2459	57
58010	34039	0.26596	18327	13318	2394	57
58011	34039	0.267531	18265	13335	2439	57
58012	34039	0.265122	18392	13245	2402	57
58013	34039	0.265901	18338	13300	2401	57
58014	34039	0.264241	18444	13201	2394	57
58015	34039	0.265827	18390	13201	2448	57
58016	34039	0.265813	18375	13232	2432	57
58000	34039	0.160434	23992	9172	875	58
58001	34039	0.159949	24039	9111	889	58
58002	17503	0.181426	11730	5195	578	58
58003	17743	0.204982	11188	5836	719	58
58004	17856	0.236083	10391	6499	966	58
58005	18118	0.273099	9548	7244	1326	58
58006	34039	0.273289	18020	13433	2586	58
58007	34039	0.274097	17935	13548	2556	58
58008	34039	0.274347	17916	13569	2554	58
58009	34039	0.277123	17799	13614	2626	58
58010	34039	0.277432	17794	13603	2642	58
58011	34039	0.276095	17842	13598	2599	58
58012	34039	0.275155	17920	13506	2613	58
58013	34039	0.27398	17957	13512	2570	58
58014	34039	0.273539	18033	13390	2616	58
58015	34039	0.273128	17955	13574	2510	58
58016	34039	0.2721	18083	13388	2568	58
58000	34039	0.160434	23992	9172	875	59
58001	34039	0.159831	24007	9183	849	59
58002	17451	0.181651	11673	5216	562	59
58003	17590	0.21029	10951	5880	759	59
58004	17676	0.241712	10167	6473	1036	59
58005	18270	0.283799	9342	7486	1442	59
58006	34039	0.285393	17333	13983	2723	59
58007	34039	0.283792	17505	13748	2786	59
58008	34039	0.283821	17399	13958	2682	59
58009	34039	0.286186	17269	14057	2713	59
58010	34039	0.285496	17364	13914	2761	59
58011	34039	0.283146	17532	13738	2769	59
58012	34039	0.282896	17562	13695	2782	59
58013	34039	0.284703	17428	13840	2771	59
58014	34039	0.284982	17367	13943	2729	59
58015	34039	0.282705	17543	13746	2750	59
58016	34039	0.282499	17485	13876	2678	59
58000	34039	0.160434	23992	9172	875	60
58001	34039	0.159934	24033	9124	882	60
58002	17619	0.180203	11851	5186	582	60
58003	17689	0.210046	11040	5867	782	60
58004	17637	0.245648	9996	6617	1024	60
58005	18035	0.286998	9182	7354	1499	60
58006	34039	0.290769	17094	14095	2850	60
58007	34039	0.288713	17205	14013	2821	60
58008	34039	0.285041	17344	13985	2710	60
58009	34039	0.285922	17313	13987	2739	60
58010	34039	0.28648	17375	13825	2839	60
58011	34039	0.285129	17365	13937	2737	60
58012	34039	0.283337	17517	13755	2767	60
58013	34039	0.284659	17340	14019	2680	60
58014	34039	0.282397	17550	13753	2736	60
58015	34039	0.282999	17528	13756	2755	60
58016	34039	0.281648	17515	13874	2650	60
58000	34039	0.160434	23992	9172	875	61
58001	34039	0.16011	24011	9156	872	61
58002	17379	0.181972	11629	5175	575	61
58003	17746	0.207991	11138	5834	774	61
58004	17755	0.24058	10217	6533	1005	61
58005	17995	0.281189	9292	7286	1417	61
58006	34039	0.283719	17470	13823	2746	61
58007	34039	0.286333	17318	13949	2772	61
58008	34039	0.284438	17402	13910	2727	61
58009	34039	0.28482	17416	13856	2767	61
58010	34039	0.286231	17373	13846	2820	61
58011	34039	0.287332	17348	13821	2870	61
58012	34039	0.285937	17412	13788	2839	61
58013	34039	0.280311	17603	13789	2647	61
58014	34039	0.278871	17689	13715	2635	61
58015	34039	0.277858	17753	13656	2630	61
58016	34039	0.277491	17744	13699	2596	61
58000	34039	0.160434	23992	9172	875	62
58001	34039	0.162402	23863	9296	880	62
58002	17420	0.182951	11621	5224	575	62
58003	17517	0.207541	10992	5779	746	62
58004	17639	0.236408	10337	6264	1038	62
58005	18036	0.27933	9386	7224	1426	62
58006	34039	0.279003	17692	13700	2647	62
58007	34039	0.274626	17923	13536	2580	62
58008	34039	0.27398	17956	13514	2569	62
58009	34039	0.274611	17902	13579	2558	62
58010	34039	0.275302	17897	13542	2600	62
58011	34039	0.273936	17937	13555	2547	62
58012	34039	0.278974	17674	13738	2627	62
58013	34039	0.278093	17691	13764	2584	62
58014	34039	0.280267	17575	13848	2616	62
58015	34039	0.281706	17591	13718	2730	62
58016	34039	0.284292	17481	13762	2796	62
58000	34039	0.160434	23992	9172	875	63
58001	34039	0.160169	24013	9148	878	63
58002	17425	0.184247	11570	5289	566	63
58003	17421	0.210091	10872	5778	771	63
58004	17721	0.248293	9969	6704	1048	63
58005	18132	0.289075	9163	7455	1514	63
58006	34039	0.289183	17224	13943	2872	63
58007	34039	0.287964	17275	13924	2840	63
58008	34039	0.288404	17237	13970	2832	63
58009	34039	0.290094	17144	14041	2854	63
58010	34039	0.289682	17188	13981	2870	63
58011	34039	0.290226	17190	13940	2909	63
58012	34039	0.292811	17004	14136	2899	63
58013	34039	0.290314	17207	13900	2932	63
58014	34039	0.290387	17150	14009	2880	63
58015	34039	0.290828	17152	13975	2912	63
58016	34039	0.292738	17040	14069	2930	63
58000	34039	0.160434	23992	9172	875	64
58001	34039	0.162005	23868	9313	858	64
58002	17496	0.183642	11640	5286	570	64
58003	17570	0.210729	10957	5821	792	64
58004	17771	0.244528	10125	6601	1045	64
58005	18224	0.287917	9255	7444	1525	64
58006	34039	0.285893	17363	13889	2787	64
58007	34039	0.287817	17304	13876	2859	64
58008	34039	0.286025	17320	13966	2753	64
58009	34039	0.29049	17134	14034	2871	64
58010	34039	0.291533	17095	14041	2903	64
58011	34039	0.293766	16987	14105	2947	64
58012	34039	0.292635	17068	14020	2951	64
58013	34039	0.290197	17100	14122	2817	64
58014	34039	0.289859	17199	13947	2893	64
58015	34039	0.290696	17160	13968	2911	64
58016	34039	0.290593	17039	14217	2783	64
58000	34039	0.160434	23992	9172	875	65
58001	34039	0.160581	23984	9178	877	65
58002	17219	0.183112	11458	5216	545	65
58003	17631	0.211304	10953	5905	773	65
58004	17753	0.240945	10225	6501	1027	65
58005	17947	0.286371	9097	7421	1429	65
58006	34039	0.286524	17301	13970	2768	65
58007	34039	0.288346	17224	14000	2815	65
58008	34039	0.288052	17218	14032	2789	65
58009	34039	0.28836	17245	13957	2837	65
58010	34039	0.286568	17309	13951	2779	65
58011	34039	0.285217	17382	13897	2760	65
58012	34039	0.283557	17503	13768	2768	65
58013	34039	0.283704	17455	13854	2730	65
58014	34039	0.284012	17502	13739	2798	65
58015	34039	0.285849	17360	13898	2781	65
58016	34039	0.289403	17110	14156	2773	65
58000	34039	0.160434	23992	9172	875	66
58001	34039	0.161991	23922	9206	911	66
58002	17463	0.180983	11696	5213	554	66
58003	17632	0.206585	11092	5795	745	66
58004	17545	0.237276	10196	6372	977	66
58005	18039	0.278425	9397	7239	1403	66
58006	34039	0.277755	17713	13743	2583	66
58007	34039	0.276183	17825	13626	2588	66
58008	34039	0.275419	17904	13520	2615	66
58009	34039	0.274215	17990	13430	2619	66
58010	34039	0.274127	17954	13508	2577	66
58011	34039	0.272996	17952	13589	2498	66
58012	34039	0.271101	18125	13372	2542	66
58013	34039	0.271277	18062	13486	2491	66
58014	34039	0.2716	18045	13498	2496	66
58015	34039	0.272202	17996	13555	2488	66
58016	34039	0.272673	17972	13571	2496	66
58000	34039	0.160434	23992	9172	875	67
58001	34039	0.160933	23959	9204	876	67
58002	17476	0.179847	11752	5162	562	67
58003	17626	0.203903	11172	5720	734	67
58004	17738	0.232467	10454	6321	963	67
58005	17958	0.273833	9492	7097	1369	67
58006	34039	0.276301	17827	13614	2598	67
58007	34039	0.276536	17799	13654	2586	67
58008	34039	0.27467	17869	13641	2529	67
58009	34039	0.273642	17928	13593	2518	67
58010	34039	0.270836	18142	13356	2541	67
58011	34039	0.270425	18128	13412	2499	67
58012	34039	0.270337	18092	13490	2457	67
58013	34039	0.268604	18225	13342	2472	67
58014	34039	0.270763	18125	13395	2519	67
58015	34039	0.26994	18061	13579	2399	67
58016	34039	0.270822	18096	13449	2494	67
58000	34039	0.160434	23992	9172	875	68
58001	34039	0.160243	23966	9237	836	68
58002	17466	0.179119	11763	5149	554	68
58003	17496	0.203904	11062	5733	701	68
58004	17734	0.231927	10462	6318	954	68
58005	17838	0.264996	9663	6896	1279	68
58006	34039	0.263874	18422	13270	2347	68
58007	34039	0.262243	18483	13259	2297	68
58008	34039	0.2612	18547	13202	2290	68
58009	34039	0.257014	18750	13081	2208	68
58010	34039	0.255868	18816	13027	2196	68
58011	34039	0.257205	18809	12950	2280	68
58012	34039	0.256794	18863	12870	2306	68
58013	34039	0.256897	18785	13019	2235	68
58014	34039	0.255002	18896	12926	2217	68
58015	34039	0.255251	18824	13053	2162	68
58016	34039	0.255883	18815	13028	2196	68
58000	34039	0.160434	23992	9172	875	69
58001	34039	0.16318	23798	9373	868	69
58002	17582	0.184649	11705	5261	616	69
58003	17549	0.214286	10832	5913	804	69
58004	17939	0.248983	10118	6709	1112	69
58005	18152	0.294348	9038	7542	1572	69
58006	34039	0.293546	16990	14114	2935	69
58007	34039	0.293178	16959	14201	2879	69
58008	34039	0.292503	17023	14119	2897	69
58009	34039	0.289991	17164	14008	2867	69
58010	34039	0.289374	17221	13936	2882	69
58011	34039	0.289418	17158	14059	2822	69
58012	34039	0.291592	17007	14213	2819	69
58013	34039	0.290387	17139	14031	2869	69
58014	34039	0.291827	17097	14017	2925	69
58015	34039	0.287082	17276	13982	2781	69
58016	34039	0.288845	17195	14024	2820	69
58000	34039	0.160434	23992	9172	875	70
58001	34039	0.160727	23950	9236	853	70
58002	17502	0.176723	11881	5056	565	70
58003	17688	0.203697	11181	5808	699	70
58004	17699	0.234279	10393	6319	987	70
58005	17950	0.27156	9476	7199	1275	70
58006	34039	0.269838	18184	13340	2515	70
58007	34039	0.267957	18182	13472	2385	70
58008	34039	0.267355	18242	13393	2404	70
58009	34039	0.268516	18203	13392	2444	70
58010	34039	0.271395	18114	13374	2551	70
58011	34039	0.272276	18066	13410	2563	70
58012	34039	0.273804	17941	13556	2542	70
58013	34039	0.274553	17916	13555	2568	70
58014	34039	0.27301	17959	13574	2506	70
58015	34039	0.270572	18120	13418	2501	70
58016	34039	0.269808	18173	13364	2502	70
58000	34039	0.160434	23992	9172	875	71
58001	34039	0.159376	24063	9102	874	71
58002	17372	0.184003	11556	5239	577	71
58003	17462	0.209541	10883	5840	739	71
58004	17721	0.240844	10209	6488	1024	71
58005	18120	0.279415	9428	7258	1434	71
58006	34039	0.27774	17684	13802	2553	71
58007	34039	0.277623	17801	13576	2662	71
58008	34039	0.275449	17808	13710	2521	71
58009	34039	0.274582	17841	13703	2495	71
58010	34039	0.275508	17811	13700	2528	71
58011	34039	0.273524	17980	13497	2562	71
58012	34039	0.275067	17892	13568	2579	71
58013	34039	0.276301	17823	13622	2594	71
58014	34039	0.274097	17887	13644	2508	71
58015	34039	0.274597	17908	13568	2563	71
58016	34039	0.276506	17789	13676	2574	71
58000	34039	0.160434	23992	9172	875	72
58001	34039	0.159611	24043	9126	870	72
58002	17423	0.179131	11751	5102	570	72
58003	17645	0.203882	11214	5667	764	72
58004	17744	0.236221	10403	6299	1042	72
58005	18237	0.28338	9370	7398	1469	72
58006	34039	0.282382	17513	13828	2698	72
58007	34039	0.284189	17474	13783	2782	72
58008	34039	0.282764	17518	13792	2729	72
58009	34039	0.282558	17537	13768	2734	72
58010	34039	0.282779	17543	13741	2755	72
58011	34039	0.281618	17521	13864	2654	72
58012	34039	0.281618	17557	13792	2690	72
58013	34039	0.282646	17515	13806	2718	72
58014	34039	0.283513	17468	13841	2730	72
58015	34039	0.285614	17365	13904	2770	72
58016	34039	0.287391	17272	13969	2798	72
58000	34039	0.160434	23992	9172	875	73
58001	34039	0.160683	23984	9171	884	73
58002	17520	0.182049	11718	5225	577	73
58003	17586	0.209456	10984	5837	765	73
58004	17720	0.242635	10207	6427	1086	73
58005	18079	0.289286	9169	7360	1550	73
58006	34039	0.286436	17364	13850	2825	73
58007	34039	0.286392	17346	13889	2804	73
58008	34039	0.289359	17197	13985	2857	73
58009	34039	0.287376	17334	13846	2859	73
58010	34039	0.285628	17348	13937	2754	73
58011	34039	0.285937	17336	13940	2763	73
58012	34039	0.287171	17316	13896	2827	73
58013	34039	0.285452	17349	13947	2743	73
58014	34039	0.285202	17456	13750	2833	73
58015	34039	0.28222	17507	13851	2681	73
58016	34039	0.281618	17630	13646	2763	73
58000	34039	0.160434	23992	9172	875	74
58001	34039	0.163048	23864	9250	925	74
58002	17454	0.185258	11600	5241	613	74
58003	17719	0.214177	10945	5958	816	74
58004	17911	0.24591	10205	6603	1103	74
58005	18002	0.287496	9115	7423	1464	74
58006	34039	0.289315	17138	14106	2795	74
58007	34039	0.289536	17191	13985	2863	74
58008	34039	0.288684	17232	13961	2846	74
58009	34039	0.287362	17251	14013	2775	74
58010	34039	0.284394	17481	13755	2803	74
58011	34039	0.28366	17479	13809	2751	74
58012	34039	0.284101	17464	13809	2766	74
58013	34039	0.282206	17532	13802	2705	74
58014	34039	0.282529	17489	13866	2684	74
58015	34039	0.283175	17572	13656	2811	74
58016	34039	0.281677	17525	13852	2662	74
58000	34039	0.160434	23992	9172	875	75
58001	34039	0.16318	23858	9253	928	75
58002	17436	0.183958	11607	5243	586	75
58003	17412	0.206811	10945	5732	735	75
58004	17785	0.23919	10319	6424	1042	75
58005	18179	0.281781	9381	7351	1447	75
58006	34039	0.281324	17544	13838	2657	75
58007	34039	0.280281	17651	13695	2693	75
58008	34039	0.280575	17593	13791	2655	75
58009	34039	0.280208	17604	13794	2641	75
58010	34039	0.279444	17673	13708	2658	75
58011	34039	0.279562	17694	13658	2687	75
58012	34039	0.277549	17799	13585	2655	75
58013	34039	0.276007	17833	13622	2584	75
58014	34039	0.27633	17868	13530	2641	75
58015	34039	0.275772	17894	13516	2629	75
58016	34039	0.273789	17951	13537	2551	75
58000	34039	0.160434	23992	9172	875	76
58001	34039	0.162284	23850	9330	859	76
58002	17407	0.183662	11632	5156	619	76
